instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I balance my own needs with the needs of others.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I have a lot of self-care.,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have a lot of self-care.,survey.block_1/question4.I have healthy boundaries.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,391.0502,392.0983,,,,,,,,,,,,,,,,,,388.466,391.05,4,0,36,36,39,1,12,10,2.5691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,393.9999,395.0476,,,,,,,,,,,,,,,,,,392.0995,393.9999,4,0,37,37,0,1,20,17,1.8852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,397.9664,399.0152,,,,,,,,,,,,,,,,,,395.0492,397.9664,4,0,38,38,18,1,24,20,2.9027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,400.7831,401.8315,,,,,,,,,,,,,,,,,,399.0156,400.7831,3,0,39,39,7,1,28,10,1.7521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,403.284,404.3316,,,,,,,,,,,,,,,,,,401.8321,403.2839,3,0,40,40,12,1,18,13,1.4363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,405.7161,406.7648,,,,,,,,,,,,,,,,,,404.3321,405.716,3,0,41,41,9,1,22,5,1.3688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,408.4342,409.4811,,,,,,,,,,,,,,,,,,406.7653,408.4342,3,0,42,42,34,1,24,14,1.6364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.4823,469.351,space,59.8493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,469.351,470.3982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,473.4161,474.4647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.4023,473.4161,,0,0,0,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,476.2343,477.2816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.4661,476.2342,3,0,1,1,2,1,38,11,1.7539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,478.987,480.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.2827,478.987,3,0,2,2,16,1,30,5,1.6873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,482.1834,483.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0348,482.1833,4,0,3,3,12,1,12,12,2.1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,484.417,485.4643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.2331,484.417,3,0,4,4,33,1,26,5,1.1679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,487.2168,488.2648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.4661,487.2168,3,0,5,5,8,1,32,20,1.7356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,489.6347,490.6817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.2659,489.6346,3,0,6,6,10,1,28,14,1.3525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,492.0181,493.0648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.6835,492.0179,3,0,7,7,39,1,24,16,1.3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,494.4835,495.5318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.0664,494.4834,3,0,8,8,11,1,34,17,1.4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,497.1501,498.1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.5331,497.15,4,0,9,9,20,1,14,11,1.6016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,499.3997,500.4476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.1993,499.3995,3,0,10,10,30,1,22,7,1.1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,501.6009,502.6483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.4492,501.6008,3,0,11,11,29,1,40,20,1.1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,504.1503,505.1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.65,504.1503,4,0,12,12,41,1,18,15,1.4855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,506.3349,507.3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.1997,506.3348,3,0,13,13,13,1,40,6,1.1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,508.7172,509.7649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.3828,508.7172,3,0,14,14,7,1,24,8,1.3184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,510.8843,511.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.7665,510.8843,3,0,15,15,27,1,34,9,1.1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,514.4669,515.5149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.9336,514.4668,2,0,16,16,28,1,12,14,2.5186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,516.9833,518.0313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.5159,516.9833,3,0,17,17,23,1,24,6,1.4518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,519.2666,520.3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.0324,519.2666,3,0,18,18,1,1,26,9,1.2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,521.453,522.4985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.3157,521.4529,3,0,19,19,21,1,36,8,1.1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,523.8332,524.8806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.4999,523.8332,3,0,20,20,32,1,30,13,1.3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,526.7001,527.7478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.8822,526.7,4,0,21,21,15,1,16,10,1.8014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,528.8336,529.8808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.7492,528.8335,3,0,22,22,19,1,20,7,1.0682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,531.617,532.6676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.8823,531.617,3,0,23,23,25,1,18,11,1.7187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,535.0004,536.0484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.6682,535.0003,3,0,24,24,38,1,10,5,2.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,537.435,538.4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.0494,537.4349,3,0,25,25,4,1,14,7,1.3713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,540.2187,541.2648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.483,540.2187,4,0,26,26,35,1,20,19,1.7218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,542.4188,543.4647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.2664,542.4188,3,0,27,27,3,1,20,15,1.1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,545.1322,546.1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.4657,545.1321,4,0,28,28,14,1,22,18,1.6513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,547.3519,548.3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.1822,547.3519,3,0,29,29,5,1,36,16,1.1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,549.4,550.4479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.3987,549.4,3,0,30,30,9,1,18,5,0.9853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,551.4341,552.4807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.4491,551.4341,3,0,31,31,37,1,36,10,0.9707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,554.5169,555.5642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.4823,554.5168,4,0,32,32,36,1,14,13,2.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,557.5849,558.6309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.5656,557.5848,1,0,33,33,22,1,10,17,2.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,559.784,560.8311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.6324,559.784,3,0,34,34,24,1,32,10,1.1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,562.5528,563.6007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.8324,562.5528,4,0,35,35,31,1,16,12,1.7032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,564.5522,565.5977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.6014,564.5522,3,0,36,36,18,1,38,19,0.9373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,566.7496,567.7982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.5992,566.7495,3,0,37,37,40,1,32,12,1.1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,568.8165,569.8645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.7995,568.8164,3,0,38,38,42,1,28,8,1.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,571.3343,572.3811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.8654,571.3342,1,0,39,39,6,1,10,13,1.4533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,573.919,574.9668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.3824,573.919,3,0,40,40,34,1,38,17,1.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,576.4828,577.5314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.9673,576.4828,3,0,41,41,17,1,26,15,1.5022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,578.7333,579.7814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.5321,578.7333,3,0,42,42,26,1,28,18,1.1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.7818,599.8836,space,20.0833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,599.8837,600.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,602.0175,603.0638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.937,602.0173,3,1.0385,,0,0,0,10,1,36,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,604.0882,605.1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.0656,604.0882,3,1.0079,,0,1,1,37,1,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,606.2167,607.2644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.1354,606.2167,3,1.0696,,0,2,2,30,1,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,608.3659,609.4147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.2649,608.3659,3,1.0855,,0,3,3,22,1,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,610.4498,611.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.4154,610.4497,3,1.0192,,0,4,4,16,1,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,612.5513,613.5983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.4986,612.5512,3,1.0375,,0,5,5,28,1,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,615.1859,616.2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.5989,615.1858,1,1.5725,,0,6,6,17,1,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
