instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question1.I take good care of myself.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.",survey.block_1/question3.I take good care of myself.,"survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,survey.block_1/question4.I balance my own needs with the needs of others.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.",survey.block_1/question4.I take good care of myself.,"survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,91.2634,92.3134,,,,,,,,,,,,,,,,,,90.8972,91.2633,1,0.3538,,0,36,36,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,92.6636,93.7134,,,,,,,,,,,,,,,,,,92.3139,92.6636,3,0.3384,,0,37,37,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,93.9969,95.0469,,,,,,,,,,,,,,,,,,93.7135,93.9969,2,0.2741,,0,38,38,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,95.3469,96.3972,,,,,,,,,,,,,,,,,,95.0472,95.3469,3,0.2916,,0,39,39,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,96.4639,97.5137,,,,,,,,,,,,,,,,,,96.398,96.4638,4,0.052,,0,40,40,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,97.9311,98.9802,,,,,,,,,,,,,,,,,,97.514,97.931,1,0.4019,,0,41,41,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,99.3138,100.3637,,,,,,,,,,,,,,,,,,98.9804,99.3137,2,0.3273,,0,42,42,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3639,102.8309,space,2.4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,102.831,103.8807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,104.1978,105.2473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.8829,104.1977,3,0.289,,0,0,0,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,105.4982,106.5477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2477,105.498,4,0.2456,,0,1,1,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,106.5813,107.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5481,106.5813,2,0.0229,,0,2,2,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,107.8646,108.9143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6313,107.8645,3,0.2283,,0,3,3,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,108.9312,109.9812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.9145,108.9311,1,0.0007,,0,4,4,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,110.1813,111.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.9816,110.1812,3,0.1823,,0,5,5,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,111.3144,112.3645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.2311,111.3143,2,0.0687,,0,6,6,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,112.7315,113.7814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.3648,112.7313,4,0.3595,,0,7,7,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,114.0647,115.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.7816,114.0647,3,0.269,,0,8,8,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,115.2982,116.3484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.1154,115.2981,4,0.1673,,0,9,9,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,116.5654,117.6147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.349,116.5653,1,0.2061,,0,10,10,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,117.7982,118.8482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.6149,117.7982,2,0.1727,,0,11,11,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,119.015,120.0654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.8484,119.0149,3,0.1629,,0,12,12,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,120.2652,121.3151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.066,120.2651,2,0.1927,,0,13,13,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,121.4984,122.5484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.3153,121.4984,4,0.1678,,0,14,14,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,122.6156,123.6653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.5486,122.6155,1,0.0558,,0,15,15,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,123.8155,124.8652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.6655,123.8155,2,0.139,,0,16,16,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,124.9822,126.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.8654,124.9822,3,0.1004,,0,17,17,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,126.0989,127.1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0322,126.0988,4,0.0597,,0,18,18,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,127.2323,128.2824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.1488,127.2323,2,0.0707,,0,19,19,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,128.3322,129.3822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.2828,128.3321,3,0.0324,,0,20,20,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,129.8823,130.9322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.3824,129.8823,3,0.4853,,0,21,21,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,131.0495,132.0991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9325,131.0494,1,0.1039,,0,22,22,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,132.1493,133.1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0995,132.1492,2,0.04,,0,23,23,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,133.4828,134.5329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.1995,133.4827,2,0.2765,,0,24,24,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,134.716,135.7659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.5334,134.7159,4,0.1724,,0,25,25,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,136.166,137.2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.7662,136.166,4,0.3844,,0,26,26,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,137.4995,138.5496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.2161,137.4994,3,0.2752,,0,27,27,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,138.6001,139.6496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.5502,138.6,2,0.0365,,0,28,28,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,139.7664,140.8162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.6501,139.7664,1,0.0991,,0,29,29,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,140.9166,141.9662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.8164,140.9166,2,0.0848,,0,30,30,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,142.233,143.2834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.9664,142.2329,3,0.2531,,0,31,31,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,143.4497,144.5003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.284,143.4497,4,0.1572,,0,32,32,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,144.7166,145.7665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.5011,144.7165,2,0.2042,,0,33,33,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,145.9666,147.0167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.7667,145.9665,3,0.1888,,0,34,34,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,147.0833,148.1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0171,147.0833,4,0.0577,,0,35,35,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,148.3003,149.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.1339,148.3002,1,0.1569,,0,36,36,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,149.7168,150.7667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.3502,149.7168,1,0.3499,,0,37,37,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,151.0844,152.1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.7669,151.0843,3,0.3109,,0,38,38,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,152.4841,153.5335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.1341,152.4839,2,0.3331,,0,39,39,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,153.8004,154.8502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.5337,153.8004,2,0.2547,,0,40,40,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,155.0503,156.1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.8505,155.0503,4,0.1931,,0,41,41,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,156.434,157.4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.1009,156.434,3,0.3259,,0,42,42,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.4845,159.9344,space,2.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,159.9345,160.9841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,161.251,162.3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.9852,161.251,3,0.2514,,0,0,0,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,162.4845,163.5341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.3011,162.4843,4,0.1693,,0,1,1,18,1,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,163.6679,164.7176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5344,163.6678,2,0.1177,,0,2,2,0,1,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,164.8512,165.9012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.7179,164.8511,3,0.1173,,0,3,3,9,1,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,166.2011,167.2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.9016,166.2011,2,0.2929,,0,4,4,31,1,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,167.5355,168.5849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.2513,167.5353,2,0.2742,,0,5,5,6,1,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17317,001,37,m,2026-07-10_13h41.12.703,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,168.7347,169.7845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.5853,168.7346,3,0.1345,,0,6,6,14,1,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
