instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,84.1111,85.1558,,,,,,,,,,,,,,,,,,83.9302,84.1111,2,0.1643,,0,38,38,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,85.3459,86.3879,,,,,,,,,,,,,,,,,,85.1563,85.3458,3,0.1669,,0,39,39,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,86.445,87.487,,,,,,,,,,,,,,,,,,86.3883,86.4449,2,0.0337,,0,40,40,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,87.9103,88.9524,,,,,,,,,,,,,,,,,,87.4873,87.9102,3,0.4,,0,41,41,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,89.1758,90.218,,,,,,,,,,,,,,,,,,88.9527,89.1758,3,0.2003,,0,42,42,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2182,94.6479,space,4.3961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,94.6479,95.6966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,96.52,97.5617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.699,96.5199,3,0.7988,,0,0,0,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,97.6786,98.7174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5621,97.6785,3,0.0907,,0,1,1,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,98.8011,99.8499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7177,98.801,2,0.0667,,0,2,2,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,99.8766,100.9256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8501,99.8765,4,0.0095,,0,3,3,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,100.9498,101.9913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9261,100.9498,1,0.0006,,0,4,4,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,102.0982,103.1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9917,102.0982,1,0.0837,,0,5,5,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,103.2641,104.3115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1407,103.264,2,0.1004,,0,6,6,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,104.3963,105.4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.3118,104.3962,1,0.0671,,0,7,7,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,105.4725,106.5207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.4389,105.4723,2,0.0095,,0,8,8,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,106.6277,107.6765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5211,106.6277,2,0.0837,,0,9,9,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,107.7033,108.7586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6768,107.7032,2,0.0083,,0,10,10,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,108.8592,109.9078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.7589,108.8591,1,0.0835,,0,11,11,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,109.9679,111.0238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.908,109.9678,2,0.0385,,0,12,12,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,111.1572,112.1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0239,111.1571,1,0.1169,,0,13,13,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,112.2233,113.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.1998,112.2232,3,0.0006,,0,14,14,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,113.2892,114.3374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.2654,113.2892,2,0.0008,,0,15,15,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,114.4643,115.5197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.3378,114.4641,4,0.1002,,0,16,16,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,115.57,116.6186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.52,115.5699,2,0.0337,,0,17,17,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,116.6365,117.6843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.6189,116.6364,3,0.0006,,0,18,18,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,117.7022,118.7475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.6846,117.7021,2,0.0007,,0,19,19,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,118.8178,119.8593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.7478,118.8177,1,0.0506,,0,20,20,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,120.0827,121.1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.86,120.0826,3,0.2001,,0,21,21,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,121.225,122.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.1252,121.2249,3,0.0719,,0,22,22,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,122.3975,123.4396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.2643,122.3975,3,0.117,,0,23,23,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,123.5801,124.6289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.44,123.58,3,0.117,,0,24,24,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,124.7553,125.8111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.6292,124.7552,3,0.107,,0,25,25,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,125.9253,126.9699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.8113,125.9252,3,0.0977,,0,26,26,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,127.0602,128.1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.9703,127.0601,4,0.0669,,0,27,27,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,128.169,129.2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.1026,128.169,3,0.0383,,0,28,28,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,129.2516,130.2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.2248,129.2514,3,0.006,,0,29,29,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,130.3408,131.3829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.2909,130.3407,3,0.0336,,0,30,30,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,131.4899,132.5384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.3833,131.4899,4,0.0838,,0,31,31,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,132.6056,133.6476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.5387,132.6055,4,0.0504,,0,32,32,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,133.7046,134.7465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.6479,133.7046,1,0.0338,,0,33,33,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,134.8466,135.8854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.7468,134.8466,2,0.0751,,0,34,34,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,135.9361,136.9847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.8857,135.936,2,0.0339,,0,35,35,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,137.0614,138.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.985,137.0614,1,0.0518,,0,36,36,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,138.184,139.2262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.1173,138.1839,4,0.0504,,0,37,37,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,139.3002,140.3418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.2266,139.3001,3,0.0506,,0,38,38,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,140.4988,141.5408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.3423,140.4988,1,0.1338,,0,39,39,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,141.6301,142.6797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.5412,141.6301,3,0.066,,0,40,40,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,142.7067,143.7456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.6799,142.7066,1,0.006,,0,41,41,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,143.796,144.8444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.7459,143.796,2,0.0337,,0,42,42,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.8448,147.3267,space,2.4645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,147.3269,148.3683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,148.7351,149.7904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.3705,148.735,3,0.3332,,0,0,0,8,1,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,149.9075,150.9561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.791,149.9074,1,0.1004,,0,1,1,24,1,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,151.0067,152.0485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.9564,151.0066,4,0.0338,,0,2,2,18,1,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,152.1488,153.1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0489,152.1486,4,0.0692,,0,3,3,10,1,36,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,153.2547,154.2966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.1978,153.2546,2,0.0337,,0,4,4,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,154.3208,155.3623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.2971,154.3207,1,0.0007,,0,5,5,5,1,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,155.3959,156.4514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.3626,155.3958,2,0.0065,,0,6,6,28,1,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,156.5017,157.5503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.4517,156.5017,1,0.0337,,0,7,7,14,1,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,157.6008,158.6427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.5506,157.6007,2,0.0336,,0,8,8,0,1,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14251,001,22,m,2026-07-09_16h45.05.618,Mixed_Gamble_Task,2026.1.3,Win32,60.60606061,,,,,,,,,,,158.7001,159.7485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.6432,158.7001,1,0.0339,,0,9,9,15,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
