instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,key_resp_three.rt,key_resp_three.duration,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,170.465,171.515,,,,,,,,,,,,,,,,169.499,170.465,1,0.952,,0,38,38,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,173.931,174.981,,,,,,,,,,,,,,,,171.516,173.931,1,2.402,,0,39,39,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,175.966,177.016,,,,,,,,,,,,,,,,174.982,175.966,2,0.974,,0,40,40,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,177.881,178.932,,,,,,,,,,,,,,,,177.016,177.881,1,0.855,,0,41,41,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,179.733,180.782,,,,,,,,,,,,,,,,178.932,179.733,1,0.785,,0,42,42,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.784,183.332,space,2.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,183.332,184.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,187.399,188.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.388,187.399,,0,0,0,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,190.133,191.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.449,190.133,1,0,1,1,1,1,26,9,1.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,192.066,193.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.183,192.066,1,0,2,2,2,1,38,11,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,193.984,195.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.117,193.984,1,0,3,3,31,1,16,12,0.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,195.916,196.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.034,195.916,1,0,4,4,24,1,32,10,0.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,197.766,198.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.966,197.766,1,0,5,5,19,1,20,7,0.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,199.751,200.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.817,199.751,1,0,6,6,10,1,28,14,0.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,201.65,202.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,201.65,1,0,7,7,17,1,26,15,0.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,203.783,204.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.701,203.783,1,0,8,8,4,1,14,7,1.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,206.201,207.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.834,206.201,1,0,9,9,6,1,10,13,1.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,208.317,209.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.251,208.317,1,0,10,10,5,1,36,16,1.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,210.502,211.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.368,210.501,2,0,11,11,33,1,26,5,1.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,212.368,213.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.55,212.368,1,0,12,12,36,1,14,13,0.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,215.268,216.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.418,215.268,3,0,13,13,16,1,30,5,1.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,217.468,218.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.319,217.468,2,0,14,14,7,1,24,8,1.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,219.952,221.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.519,219.952,1,0,15,15,13,1,40,6,1.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,222.051,223.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.002,222.051,3,0,16,16,23,1,24,6,1.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,224.118,225.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.102,224.118,1,0,17,17,3,1,20,15,1.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,225.952,227.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.169,225.952,1,0,18,18,15,1,16,10,0.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,228.569,229.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.003,228.569,3,0,19,19,29,1,40,20,1.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,230.402,231.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.618,230.402,1,0,20,20,35,1,20,19,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,232.335,233.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.453,232.335,1,0,21,21,32,1,30,13,0.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,234.152,235.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.386,234.152,1,0,22,22,41,1,18,15,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,235.919,236.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.203,235.919,1,0,23,23,9,1,18,5,0.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,238.403,239.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.97,238.403,3,0,24,24,11,1,34,17,1.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,240.87,241.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.454,240.87,1,0,25,25,28,1,12,14,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,242.569,243.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.919,242.569,1,0,26,26,20,1,14,11,0.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,244.104,245.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.62,244.104,1,0,27,27,30,1,22,7,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,246.704,247.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.154,246.704,4,0,28,28,21,1,36,8,1.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,249.404,250.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.753,249.404,1,0,29,29,39,1,24,16,1.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,251.654,252.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.454,251.654,1,0,30,30,38,1,10,5,1.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,253.587,254.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.705,253.587,1,0,31,31,22,1,10,17,0.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,256.071,257.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.638,256.071,1,0,32,32,14,1,22,18,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,258.405,259.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.121,258.405,2,0,33,33,26,1,28,18,1.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,260.821,261.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.455,260.821,2,0,34,34,34,1,38,17,1.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,263.171,264.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.871,263.171,1,0,35,35,8,1,32,20,1.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,265.205,266.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.222,265.205,1,0,36,36,25,1,18,11,0.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,267.539,268.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.255,267.539,2,0,37,37,12,1,12,12,1.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,269.522,270.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.589,269.522,2,0,38,38,40,1,32,12,0.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,272.922,273.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.572,272.922,1,0,39,39,0,1,30,19,2.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,275.721,276.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.971,275.721,1,0,40,40,42,1,28,8,1.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,277.973,279.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.772,277.973,1,0,41,41,18,1,38,19,1.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,279.756,280.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.022,279.756,1,0,42,42,37,1,36,10,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.806,282.423,space,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,282.423,283.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,286.49,287.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.476,286.49,,0,0,0,12,1,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,288.406,289.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.54,288.406,1,0,1,1,35,1,22,19,0.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,290.574,291.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.456,290.573,2,0,2,2,31,1,28,20,1.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,292.69,293.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.624,292.69,1,0,3,3,22,1,26,19,1.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,294.54,295.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.74,294.54,1,0,4,4,17,1,12,16,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,296.34,297.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.589,296.34,1,0,5,5,2,1,40,10,0.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,298.407,299.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.391,298.407,2,0,6,6,19,1,22,17,1.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,300.674,301.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.458,300.674,2,0,7,7,13,1,32,14,1.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,302.641,303.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.724,302.641,2,0,8,8,38,1,26,11,0.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,304.623,305.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.69,304.623,1,0,9,9,4,1,16,14,0.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,307.074,308.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.675,307.074,1,0,10,10,1,1,12,20,1.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
