instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,277.056,278.105,,,,,,,,,,,,,,,,,,275.973,277.056,4,1.075,,0,37,37,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,278.989,280.039,,,,,,,,,,,,,,,,,,278.106,278.989,1,0.873,,0,38,38,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,281.023,282.072,,,,,,,,,,,,,,,,,,280.04,281.023,4,0.973,,0,39,39,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,283.673,284.723,,,,,,,,,,,,,,,,,,282.073,283.673,2,1.586,,0,40,40,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,286.373,287.422,,,,,,,,,,,,,,,,,,284.723,286.373,4,1.634,,0,41,41,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,288.406,289.456,,,,,,,,,,,,,,,,,,287.423,288.406,4,0.973,,0,42,42,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.458,293.573,space,4.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,293.574,294.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,296.49,297.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.628,296.49,4,1.825,,0,0,0,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,298.923,299.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.54,298.923,1,1.368,,0,1,1,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,300.956,302.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.973,300.955,4,0.968,,0,2,2,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,302.756,303.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.006,302.756,4,0.732,,0,3,3,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,305.455,306.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.807,305.455,4,1.633,,0,4,4,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,307.423,308.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.506,307.423,4,0.9,,0,5,5,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,310.506,311.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.473,310.506,2,2.02,,0,6,6,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,312.623,313.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.556,312.622,4,1.05,,0,7,7,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,315.389,316.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.673,315.388,2,1.709,,0,8,8,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,317.54,318.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.439,317.54,4,1.087,,0,9,9,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,319.405,320.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.59,319.405,4,0.804,,0,10,10,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,321.158,322.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.456,321.157,4,0.683,,0,11,11,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,324.056,325.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.206,324.056,3,1.835,,0,12,12,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,327.089,328.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.106,327.089,4,1.975,,0,13,13,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,329.572,330.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.139,329.572,4,1.425,,0,14,14,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,331.939,332.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.623,331.939,4,1.308,,0,15,15,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,334.756,335.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.989,334.755,4,1.757,,0,16,16,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,336.555,337.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.806,336.555,4,0.739,,0,17,17,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,339.157,340.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.606,339.156,1,1.544,,0,18,18,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,341.006,342.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.206,341.005,4,0.789,,0,19,19,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,342.889,343.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.056,342.888,1,0.817,,0,20,20,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,344.773,345.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.939,344.772,1,0.817,,0,21,21,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,348.239,349.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.823,348.239,2,2.4,,0,22,22,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,350.639,351.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.289,350.639,4,1.339,,0,23,23,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,353.889,354.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.689,353.889,2,2.186,,0,24,24,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,356.723,357.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.939,356.723,4,1.768,,0,25,25,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,359.989,361.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.773,359.989,2,2.2,,0,26,26,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,362.339,363.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.039,362.339,4,1.293,,0,27,27,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,364.205,365.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.389,364.205,4,0.8,,0,28,28,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,366.572,367.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.255,366.572,4,1.311,,0,29,29,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,369.856,370.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.622,369.855,3,2.223,,0,30,30,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,373.289,374.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.906,373.288,4,2.367,,0,31,31,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,375.672,376.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.339,375.672,4,1.316,,0,32,32,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,378.705,379.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.722,378.705,4,1.966,,0,33,33,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,381.588,382.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.756,381.588,4,1.824,,0,34,34,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,383.522,384.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.639,383.521,4,0.876,,0,35,35,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,386.538,387.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.573,386.538,3,1.956,,0,36,36,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,388.972,390.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.589,388.972,4,1.366,,0,37,37,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,392.088,393.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.022,392.088,4,2.057,,0,38,38,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,393.972,395.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.139,393.971,4,0.815,,0,39,39,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,396.305,397.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.022,396.305,4,1.267,,0,40,40,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,399.439,400.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.355,399.438,3,2.077,,0,41,41,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,402.355,403.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.488,402.355,1,1.851,,0,42,42,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.406,413.256,space,9.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,413.256,414.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,416.106,417.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.313,416.106,4,1.761,,0,0,0,29,1,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,418.283,419.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.158,418.283,4,1.105,,0,1,1,13,1,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,420.038,421.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.322,420.038,4,0.704,,0,2,2,21,1,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,421.739,422.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.088,421.739,4,0.633,,0,3,3,7,1,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,423.572,424.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.789,423.571,4,0.766,,0,4,4,2,1,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,425.305,426.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.622,425.305,4,0.667,,0,5,5,24,1,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,427.188,428.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.355,427.188,4,0.825,,0,6,6,16,1,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7414,001,23,w,2026-07-02_18h29.18.915,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,429.788,430.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.239,429.788,3,1.533,,0,7,7,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
