instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,170.1907,171.2408,,,,,,,,,,,,,,,,,,169.5578,170.1906,4,0.626,,0,37,37,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,172.4241,173.474,,,,,,,,,,,,,,,,,,171.2412,172.424,4,1.1759,,0,38,38,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,174.8161,175.8601,,,,,,,,,,,,,,,,,,173.4743,174.816,4,1.3353,,0,39,39,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,176.7661,177.8156,,,,,,,,,,,,,,,,,,175.861,176.7659,4,0.8967,,0,40,40,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,178.4826,179.5323,,,,,,,,,,,,,,,,,,177.816,178.4824,4,0.6604,,0,41,41,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,180.2495,181.2988,,,,,,,,,,,,,,,,,,179.5328,180.2494,4,0.7113,,0,42,42,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.299,186.7909,space,5.4825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,186.791,187.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,190.8492,191.8978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.8453,190.8492,,0,0,0,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,192.8074,193.8592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.8984,192.8073,3,0,1,1,32,1,30,13,0.9009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,194.4158,195.4662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.8597,194.4157,3,0,2,2,20,1,14,11,0.5473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,195.7489,196.8002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.4673,195.7489,3,0,3,3,5,1,36,16,0.2729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,197.124,198.1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.8011,197.1239,3,0,4,4,16,1,30,5,0.3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,198.5337,199.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.1741,198.5335,3,0,5,5,0,1,30,19,0.3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,199.9322,200.9811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.5824,199.9321,3,0,6,6,21,1,36,8,0.3451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,201.3146,202.3663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.9815,201.3144,3,0,7,7,9,1,18,5,0.3269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,202.6489,203.7001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.3672,202.6488,3,0,8,8,25,1,18,11,0.2743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,203.9646,205.0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.7009,203.9645,3,0,9,9,7,1,24,8,0.2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,205.1989,206.2486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0148,205.1988,3,0,10,10,10,1,28,14,0.1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,206.582,207.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.2491,206.5819,3,0,11,11,30,1,22,7,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,207.9322,208.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.6323,207.9321,3,0,12,12,11,1,34,17,0.2945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,209.2404,210.2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.9824,209.2404,3,0,13,13,24,1,32,10,0.2547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,210.4404,211.4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.2907,210.4403,3,0,14,14,6,1,10,13,0.1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,211.5822,212.6335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.4907,211.582,3,0,15,15,3,1,20,15,0.0853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,212.9662,214.0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.6347,212.9661,3,0,16,16,37,1,36,10,0.3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,214.3073,215.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0147,214.3072,3,0,17,17,36,1,14,13,0.2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,215.699,216.7486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.3574,215.6989,3,0,18,18,26,1,28,18,0.3329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,217.1072,218.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.749,217.107,3,0,19,19,4,1,14,7,0.3479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,218.4572,219.5069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.1564,218.4571,3,0,20,20,33,1,26,5,0.2913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,220.811,221.8569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.5072,220.8109,3,0,21,21,42,1,28,8,1.2987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,222.3238,223.3735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.8572,222.3237,2,0,22,22,18,1,38,19,0.4593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,224.1478,225.1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.3738,224.1476,3,0,23,23,22,1,10,17,0.7682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,225.5482,226.6009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.2011,225.5481,2,0,24,24,23,1,24,6,0.3416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,227.0237,228.0736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.6022,227.0236,3,0,25,25,2,1,38,11,0.4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,229.0822,230.1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0739,229.082,2,0,26,26,31,1,16,12,1.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,231.3821,232.4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.1274,231.3819,2,0,27,27,15,1,16,10,1.2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,233.2071,234.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.4321,233.207,3,0,28,28,40,1,32,12,0.7687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,234.8687,235.9175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.257,234.8684,3,0,29,29,17,1,26,15,0.6015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,236.6937,237.7401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.9186,236.6935,3,0,30,30,13,1,40,6,0.7616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,238.7819,239.8316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.7406,238.7818,2,0,31,31,28,1,12,14,1.0334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,240.5737,241.6233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.832,240.5735,2,0,32,32,41,1,18,15,0.7377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,242.7989,243.8484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.6237,242.7989,3,0,33,33,39,1,24,16,1.1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,244.3985,245.4427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.8488,244.3984,3,0,34,34,1,1,26,9,0.5429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,246.0402,247.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.4435,246.0401,3,0,35,35,12,1,12,12,0.5911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,247.815,248.8649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0903,247.815,3,0,36,36,35,1,20,19,0.7193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,249.565,250.6092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.8653,249.5649,3,0,37,37,19,1,20,7,0.6956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,251.3401,252.3899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.6102,251.34,3,0,38,38,38,1,10,5,0.7227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,253.5817,254.6314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.3902,253.5816,3,0,39,39,29,1,40,20,1.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,255.3508,256.3997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.6318,255.3507,3,0,40,40,27,1,34,9,0.7103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,256.8174,257.8649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.4008,256.8172,3,0,41,41,14,1,22,18,0.4079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,258.4068,259.4595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.8653,258.4067,3,0,42,42,8,1,32,20,0.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.4601,263.7736,space,4.3051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,263.7737,264.8271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,266.0143,267.0662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.829,266.0142,2,1.1739,,0,0,0,1,1,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,268.4482,269.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0684,268.4482,3,1.375,,0,1,1,13,1,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,270.5733,271.6262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.5025,270.5731,3,1.0611,,0,2,2,21,1,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,272.7434,273.7893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.627,272.7432,2,1.1096,,0,3,3,25,1,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,274.7183,275.7648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.7897,274.718,2,0.9184,,0,4,4,31,1,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,276.4232,277.4729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.7653,276.4231,3,0.6502,,0,5,5,15,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,278.0066,279.0563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.4733,278.0065,3,0.5246,,0,6,6,32,1,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14593,001,28,w,2026-07-04_13h27.09.896,Mixed_Gamble_Task,2026.1.3,MacIntel,119.047619,,,,,,,,,,,279.9829,281.0312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.0567,279.9827,2,0.9206,,0,7,7,11,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
