instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have a lot of self-care.,survey.block_1/question1.I have healthy boundaries.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,152.8281,153.878,,,,,,,,,,,,,,,,,,150.9033,152.8281,2,0,35,35,28,1,26,13,1.9158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,155.5606,156.6115,,,,,,,,,,,,,,,,,,153.8785,155.5606,3,0,36,36,25,1,22,11,1.6741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,157.8857,158.9356,,,,,,,,,,,,,,,,,,156.6119,157.8856,3,0,37,37,6,1,16,20,1.2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,161.2781,162.3277,,,,,,,,,,,,,,,,,,158.936,161.2781,4,0,38,38,37,1,28,16,2.3321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,163.6366,164.6863,,,,,,,,,,,,,,,,,,162.3281,163.6366,3,0,39,39,32,1,36,20,1.2992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,166.0033,167.0522,,,,,,,,,,,,,,,,,,164.6867,166.0033,1,0,40,40,33,1,10,11,1.3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,168.9699,170.0198,,,,,,,,,,,,,,,,,,167.0529,168.9699,2,0,41,41,10,1,12,18,1.9072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,171.5199,172.5688,,,,,,,,,,,,,,,,,,170.0201,171.5199,1,0,42,42,1,1,14,9,1.4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.569,175.6363,space,3.0504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,175.6364,176.6864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,177.4907,178.5406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.6893,177.4906,3,0.7786,,0,0,0,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,179.2498,180.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.5409,179.2496,3,0.6981,,0,1,1,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,181.0897,182.1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.2996,181.0897,2,0.7811,,0,2,2,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,183.0646,184.1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.1408,183.0646,3,0.9141,,0,3,3,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,184.941,185.9905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.1158,184.941,3,0.8198,,0,4,4,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,186.7324,187.7814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.9911,186.7324,3,0.7315,,0,5,5,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,188.4314,189.4822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.7817,188.4313,1,0.6418,,0,6,6,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,190.2155,191.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.4827,190.2155,1,0.7246,,0,7,7,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,191.8488,192.8981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.265,191.8488,1,0.5749,,0,8,8,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,193.7658,194.8154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.8984,193.7658,1,0.858,,0,9,9,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,195.6116,196.6613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.816,195.6115,1,0.7848,,0,10,10,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,197.4698,198.5196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.6616,197.4697,2,0.7989,,0,11,11,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,199.3612,200.4106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5198,199.3612,3,0.8324,,0,12,12,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,201.0446,202.0936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.411,201.0445,3,0.6251,,0,13,13,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,202.8029,203.8531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.094,202.8029,3,0.6999,,0,14,14,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,204.3279,205.3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.8536,204.3279,3,0.4656,,0,15,15,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,206.4772,207.5281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.3774,206.4771,3,1.0905,,0,16,16,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,208.5114,209.5605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.5285,208.5114,2,0.9715,,0,17,17,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,210.4199,211.4696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.5609,210.4198,3,0.8503,,0,18,18,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,212.1945,213.2446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.47,212.1945,3,0.7164,,0,19,19,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,213.9282,214.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.2452,213.9282,4,0.6734,,0,20,20,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,216.2947,217.3439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.9773,216.2947,1,1.3082,,0,21,21,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,218.6864,219.7361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.3443,218.6864,3,1.3313,,0,22,22,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,221.1281,222.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.7364,221.1281,1,1.3826,,0,23,23,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,223.3521,224.4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.1782,223.352,1,1.1651,,0,24,24,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,225.5196,226.5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4023,225.5196,4,1.1088,,0,25,25,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,227.828,228.8779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.57,227.828,3,1.2493,,0,26,26,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,230.3864,231.4363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.8782,230.3864,1,1.4988,,0,27,27,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,232.4447,233.4946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.4368,232.4447,3,0.994,,0,28,28,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,235.2447,236.2942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.495,235.2446,1,1.7399,,0,29,29,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,237.678,238.7277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.2946,237.678,2,1.3743,,0,30,30,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,239.7945,240.8444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.7281,239.7945,4,1.0586,,0,31,31,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,241.7353,242.7856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.8447,241.7353,4,0.8829,,0,32,32,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,243.5694,244.6195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.786,243.5693,4,0.7745,,0,33,33,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,245.7362,246.7861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.6197,245.7362,1,1.1078,,0,34,34,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,247.7195,248.7696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.7866,247.7195,1,0.9261,,0,35,35,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,249.6902,250.7403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.7702,249.6902,1,0.9072,,0,36,36,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,251.5576,252.6065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.7405,251.5575,3,0.8073,,0,37,37,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,255.1238,256.1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.6068,255.1237,4,2.5082,,0,38,38,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,257.1069,258.1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.1743,257.1069,4,0.9239,,0,39,39,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,259.1486,260.1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.1575,259.1486,3,0.9825,,0,40,40,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,261.2487,262.2988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.198,261.2487,1,1.0411,,0,41,41,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,263.0864,264.1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.2991,263.0863,1,0.7779,,0,42,42,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.1354,296.352,space,32.2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,296.352,297.4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,299.0906,300.1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.4048,299.0905,2,1.6668,,0,0,0,2,1,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,300.9945,302.0445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.1409,300.9945,3,0.8434,,0,1,1,1,1,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,303.1114,304.1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.045,303.1113,1,1.0562,,0,2,2,38,1,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,304.8271,305.8768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.1608,304.8271,3,0.6571,,0,3,3,21,1,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,306.5361,307.5855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.8772,306.536,3,0.6496,,0,4,4,20,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
