instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,key_resp_three.rt,key_resp_three.duration,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,130.7979,131.8472,,,,,,,,,,,,,,,,,,130.4647,130.7977,2,0,36,36,3,1,10,19,0.3181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,132.1972,133.247,,,,,,,,,,,,,,,,,,131.8476,132.1971,3,0,37,37,25,1,22,11,0.3334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,133.93,134.9795,,,,,,,,,,,,,,,,,,133.2475,133.9299,3,0,38,38,29,1,38,15,0.6658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,135.4296,136.4789,,,,,,,,,,,,,,,,,,134.9797,135.4294,2,0,39,39,5,1,38,7,0.4345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,137.3623,138.4117,,,,,,,,,,,,,,,,,,136.4793,137.3622,3,0,40,40,14,1,26,16,0.8673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,139.095,140.1444,,,,,,,,,,,,,,,,,,138.4122,139.0948,2,0,41,41,10,1,12,18,0.6677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,140.6443,141.694,,,,,,,,,,,,,,,,,,140.1447,140.6443,3,0,42,42,22,1,34,19,0.4855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.6943,147.9089,space,6.1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,147.909,148.9582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,151.983,153.0234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.9632,151.9829,,0,0,0,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,153.5826,154.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0262,153.5825,4,0,1,1,39,1,24,16,0.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,154.7157,155.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.6251,154.7156,4,0,2,2,17,1,26,15,0.0674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,155.8903,156.9403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.7582,155.8899,3,0,3,3,14,1,22,18,0.1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,156.9661,158.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.9423,156.966,4,0,4,4,38,1,10,5,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,158.8468,159.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0071,158.8466,3,0,5,5,32,1,30,13,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,160.4148,161.4546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.8901,160.4148,2,0,6,6,22,1,10,17,0.5013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,161.9552,163.0136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.4568,161.9548,4,0,7,7,8,1,32,20,0.4721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,163.4085,164.4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0141,163.4081,2,0,8,8,9,1,18,5,0.3753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,164.8198,165.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.4631,164.8197,3,0,9,9,36,1,14,13,0.3354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,166.0692,167.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.8695,166.0691,4,0,10,10,5,1,36,16,0.1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,168.2353,169.2848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.1196,168.2352,3,0,11,11,10,1,28,14,1.0976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,169.7299,170.7684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.2853,169.7298,3,0,12,12,28,1,12,14,0.4295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,171.147,172.1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7704,171.147,4,0,13,13,26,1,28,18,0.3527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,172.6685,173.7183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.187,172.668,3,0,14,14,30,1,22,7,0.4542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,174.3544,175.3995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.7202,174.354,3,0,15,15,13,1,40,6,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,176.0687,177.1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.4019,176.0679,4,0,16,16,27,1,34,9,0.6357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,177.5052,178.5493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.1109,177.5051,3,0,17,17,21,1,36,8,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,178.5757,179.6195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.5496,178.5756,2,0,18,18,42,1,28,8,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,179.6559,180.7089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.6224,179.6558,3,0,19,19,3,1,20,15,0.0141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,181.1351,182.1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.7094,181.1346,1,0,20,20,12,1,12,12,0.4063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,182.8185,183.8574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.1919,182.8184,1,0,21,21,31,1,16,12,0.6103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,185.2574,186.2987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.8578,185.2573,3,0,22,22,2,1,38,11,1.3834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,186.4481,187.4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.3004,186.4476,2,0,23,23,18,1,38,19,0.1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,187.8183,188.8621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.4984,187.8182,3,0,24,24,19,1,20,7,0.2956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,189.7401,190.7794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.8649,189.7398,4,0,25,25,35,1,20,19,0.8509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,193.5952,194.6542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.7814,193.5946,2,0,26,26,37,1,36,10,2.7869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,195.3287,196.3693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.6547,195.3283,4,0,27,27,1,1,26,9,0.6527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,197.5693,198.6088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.3699,197.5693,4,0,28,28,24,1,32,10,1.1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,199.2951,200.3481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.611,199.2951,2,0,29,29,7,1,24,8,0.6591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,200.9602,202.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.3487,200.9594,4,0,30,30,34,1,38,17,0.5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,202.6263,203.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0098,202.6258,1,0,31,31,41,1,18,15,0.5847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,204.2084,205.2477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.6834,204.2079,3,0,32,32,29,1,40,20,0.5033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,206.0413,207.0811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.2482,206.0407,2,0,33,33,25,1,18,11,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,208.3239,209.3793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0816,208.3233,4,0,34,34,23,1,24,6,1.2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,210.4153,211.4648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.3797,210.4152,2,0,35,35,11,1,34,17,1.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,212.5383,213.5876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.4652,212.538,1,0,36,36,6,1,10,13,1.0522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,214.2612,215.3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.5907,214.2611,4,0,37,37,20,1,14,11,0.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,215.8877,216.9439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.3054,215.8872,3,0,38,38,4,1,14,7,0.5536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,218.4095,219.4513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.9443,218.4094,3,0,39,39,40,1,32,12,1.4488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,220.9105,221.9512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.4535,220.9104,3,0,40,40,33,1,26,5,1.4335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,222.578,223.6177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.9535,222.5779,3,0,41,41,0,1,30,19,0.6008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,224.3102,225.3591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.6195,224.31,3,0,42,42,15,1,16,10,0.6666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.3595,235.8145,space,10.4339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,235.8148,236.8621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,239.8696,240.9133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.8673,239.8695,,0,0,0,30,1,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,241.5295,242.5868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.9169,241.5289,2,0,1,1,12,1,24,18,0.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,243.0219,244.0698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.5874,243.0217,3,0,2,2,24,1,20,11,0.4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,244.7455,245.7859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0706,244.7454,2,0,3,3,35,1,22,19,0.6589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,246.3945,247.4355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.7869,246.3939,3,0,4,4,20,1,16,16,0.5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,247.7695,248.8088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.4363,247.7694,2,0,5,5,14,1,18,17,0.3181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17185,001,20,w,2026-06-24_15h37.26.697,Mixed_Gamble_Task,2026.1.3,Win32,61.72839506,,,,,,,,,,,249.2694,250.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.8094,249.2691,3,0,6,6,27,1,10,15,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
