instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,survey.block_1/question4.I balance my own needs with the needs of others.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,175.746,176.796,,,,,,,,,,,,,,,,174.896,175.746,3,0,39,39,7,1,28,10,0.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,178.814,179.863,,,,,,,,,,,,,,,,176.796,178.814,3,0,40,40,21,1,28,12,2.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,181.965,183.014,,,,,,,,,,,,,,,,179.864,181.965,4,0,41,41,2,1,32,6,2.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,183.615,184.665,,,,,,,,,,,,,,,,183.015,183.614,3,0,42,42,34,1,24,14,0.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.666,194.451,space,9.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,194.451,195.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,197.185,198.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.504,197.185,2,1.66,,0,0,0,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,199.037,200.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.236,199.036,3,0.785,,0,1,1,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,200.903,201.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.086,200.903,3,0.812,,0,2,2,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,202.786,203.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.953,202.786,2,0.818,,0,3,3,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,204.771,205.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.837,204.771,3,0.915,,0,4,4,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,206.755,207.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.821,206.755,3,0.919,,0,5,5,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,208.555,209.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.805,208.555,3,0.735,,0,6,6,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,210.639,211.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.606,210.639,2,1.02,,0,7,7,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,213.141,214.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.69,213.14,2,1.43,,0,8,8,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,215.09,216.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.189,215.09,3,0.883,,0,9,9,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,216.991,218.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.141,216.991,4,0.844,,0,10,10,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,219.792,220.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.041,219.792,1,1.733,,0,11,11,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,221.859,222.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.842,221.859,2,1.002,,0,12,12,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,224.11,225.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.909,224.11,3,1.195,,0,13,13,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,226.26,227.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.16,226.26,3,1.086,,0,14,14,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,228.178,229.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.311,228.178,3,0.854,,0,15,15,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,230.645,231.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.228,230.645,2,1.403,,0,16,16,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,232.579,233.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.695,232.579,2,0.878,,0,17,17,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,234.929,235.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.628,234.929,1,1.294,,0,18,18,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,236.897,237.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.98,236.897,3,0.902,,0,19,19,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,238.813,239.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.948,238.813,3,0.856,,0,20,20,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,240.748,241.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.864,240.748,2,0.872,,0,21,21,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,243.465,244.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.798,243.465,2,1.654,,0,22,22,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,245.566,246.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.516,245.566,3,1.033,,0,23,23,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,248.102,249.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.616,248.102,3,1.478,,0,24,24,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,250.217,251.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.15,250.217,1,1.051,,0,25,25,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,252.068,253.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.268,252.068,3,0.79,,0,26,26,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,254.135,255.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.118,254.135,2,1.002,,0,27,27,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,256.202,257.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.186,256.202,3,1,,0,28,28,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,260.27,261.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.253,260.27,,,,0,29,29,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,262.471,263.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.321,262.471,2,1.142,,0,30,30,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,264.538,265.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.522,264.538,4,1,,0,31,31,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,266.339,267.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.588,266.339,4,0.735,,0,32,32,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,268.507,269.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.389,268.506,4,1.107,,0,33,33,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,271.073,272.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.556,271.073,2,1.503,,0,34,34,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,272.974,274.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.124,272.974,4,0.845,,0,35,35,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,275.458,276.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.023,275.458,2,1.424,,0,36,36,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,277.608,278.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.508,277.608,1,1.083,,0,37,37,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,280.526,281.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.658,280.526,1,1.859,,0,38,38,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,283.36,284.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.576,283.36,3,1.771,,0,39,39,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,285.494,286.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.411,285.494,2,1.066,,0,40,40,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,287.445,288.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.544,287.445,2,0.891,,0,41,41,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,289.428,290.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.495,289.428,2,0.924,,0,42,42,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.479,295.731,space,5.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,295.731,296.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,297.548,298.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.783,297.548,2,0.737,,0,0,0,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,299.931,300.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.599,299.931,1,1.321,,0,1,1,35,1,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,301.582,302.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.982,301.582,1,0.592,,0,2,2,13,1,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,303.583,304.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.633,303.583,4,0.94,,0,3,3,7,1,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,305.4,306.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.634,305.4,2,0.746,,0,4,4,28,1,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,307.734,308.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.45,307.734,3,1.267,,0,5,5,0,1,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,309.617,310.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.784,309.617,3,0.818,,0,6,6,30,1,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,311.686,312.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.668,311.685,1,1.002,,0,7,7,27,1,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,313.903,314.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.735,313.902,1,1.153,,0,8,8,19,1,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,315.92,316.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.953,315.919,1,0.959,,0,9,9,17,1,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,318.02,319.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.97,318.02,2,1.039,,0,10,10,33,1,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8920,001,22,w,2026-07-10_15h33.36.077,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,320.387,321.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.07,320.387,3,1.3,,0,11,11,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
