instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,180.291,181.324,,,,,,,,,,,,,,,,,,178.725,180.291,3,0,37,37,34,1,24,14,1.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,182.758,183.79,,,,,,,,,,,,,,,,,,181.324,182.758,3,0,38,38,7,1,28,10,1.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,185.457,186.49,,,,,,,,,,,,,,,,,,183.79,185.457,4,0,39,39,11,1,30,11,1.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,187.89,188.924,,,,,,,,,,,,,,,,,,186.491,187.89,2,0,40,40,18,1,24,20,1.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,190.657,191.691,,,,,,,,,,,,,,,,,,188.925,190.657,2,0,41,41,33,1,10,11,1.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,193.624,194.657,,,,,,,,,,,,,,,,,,191.692,193.624,3,0,42,42,22,1,34,19,1.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.659,244.159,space,49.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,244.159,245.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,246.725,247.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.198,246.725,3,1.48,,0,0,0,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,249.458,250.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.758,249.457,1,1.681,,0,1,1,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,251.691,252.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.491,251.691,4,1.179,,0,2,2,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,254.424,255.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.724,254.424,3,1.679,,0,3,3,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,257.224,258.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.457,257.224,1,1.752,,0,4,4,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,259.891,260.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.258,259.891,2,1.627,,0,5,5,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,262.424,263.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.924,262.424,4,1.481,,0,6,6,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,264.657,265.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.458,264.657,4,1.165,,0,7,7,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,267.89,268.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.691,267.89,3,2.172,,0,8,8,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,270.358,271.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.924,270.357,3,1.403,,0,9,9,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,273.49,274.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.391,273.49,2,2.082,,0,10,10,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,275.69,276.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.524,275.69,2,1.131,,0,11,11,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,278.224,279.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.723,278.224,2,1.469,,0,12,12,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,281.891,282.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.258,281.89,3,2.598,,0,13,13,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,284.024,285.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.924,284.023,4,1.078,,0,14,14,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,286.724,287.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.058,286.724,4,1.648,,0,15,15,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,289.124,290.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.757,289.124,4,1.331,,0,16,16,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,291.424,292.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.157,291.423,3,1.25,,0,17,17,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,293.857,294.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.457,293.857,3,1.381,,0,18,18,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,297.09,298.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.891,297.09,1,2.18,,0,19,19,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,300.89,301.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.123,300.89,2,2.758,,0,20,20,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,303.624,304.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.926,303.624,4,1.662,,0,21,21,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,306.024,307.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.657,306.024,3,1.337,,0,22,22,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,308.59,309.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.057,308.59,4,1.513,,0,23,23,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,311.256,312.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.624,311.256,1,1.618,,0,24,24,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,313.857,314.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.29,313.857,2,1.553,,0,25,25,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,315.69,316.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.891,315.69,4,0.792,,0,26,26,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,318.224,319.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.724,318.224,3,1.464,,0,27,27,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,320.323,321.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.257,320.323,4,1.05,,0,28,28,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,322.923,323.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.363,322.923,2,1.54,,0,29,29,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,325.423,326.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.957,325.423,4,1.446,,0,30,30,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,328.123,329.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.457,328.123,4,1.629,,0,31,31,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,330.357,331.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.157,330.357,4,1.167,,0,32,32,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,332.557,333.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.39,332.557,3,1.148,,0,33,33,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,334.724,335.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.59,334.723,4,1.1,,0,34,34,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,336.857,337.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.757,336.857,4,1.071,,0,35,35,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,339.623,340.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.89,339.623,3,1.698,,0,36,36,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,341.89,342.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.657,341.89,4,1.206,,0,37,37,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,344.19,345.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.923,344.19,4,1.24,,0,38,38,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,346.89,347.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.224,346.89,2,1.646,,0,39,39,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,348.79,349.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.923,348.79,4,0.836,,0,40,40,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,351.223,352.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.823,351.223,4,1.389,,0,41,41,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,353.79,354.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.257,353.79,3,1.524,,0,42,42,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.825,365.624,space,10.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,365.625,366.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,368.224,369.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.663,368.224,2,1.503,,0,0,0,11,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,370.39,371.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.257,370.39,3,1.113,,0,1,1,30,1,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,372.19,373.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.423,372.19,4,0.753,,0,2,2,8,1,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,374.956,375.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.224,374.956,4,1.713,,0,3,3,28,1,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,376.99,378.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.99,376.99,4,0.972,,0,4,4,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,379.29,380.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.024,379.29,3,1.243,,0,5,5,6,1,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,381.89,382.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.323,381.89,2,1.532,,0,6,6,9,1,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,383.89,384.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.923,383.89,4,0.954,,0,7,7,39,1,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
