instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,220.997,222.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.704,220.997,1,1.271,,0,16,16,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,223.803,224.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.036,223.803,4,1.755,,0,17,17,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,226.075,227.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.857,226.073,4,1.203,,0,18,18,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,228.692,229.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.12,228.691,1,1.561,,0,19,19,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,232.043,233.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.745,232.041,2,2.275,,0,20,20,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,235.507,236.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.094,235.505,2,2.403,,0,21,21,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,237.618,238.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.554,237.618,4,1.048,,0,22,22,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,240.302,241.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.672,240.301,2,1.615,,0,23,23,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,242.591,243.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.363,242.591,4,1.218,,0,24,24,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,245.468,246.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.64,245.468,3,1.814,,0,25,25,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,248.814,249.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.522,248.814,2,2.284,,0,26,26,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,251.235,252.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.861,251.235,2,1.358,,0,27,27,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,254.439,255.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.288,254.438,3,2.132,,0,28,28,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,257.127,258.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.485,257.127,3,1.63,,0,29,29,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,259.055,260.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.181,259.054,4,0.866,,0,30,30,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,261.023,262.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.094,261.023,4,0.921,,0,31,31,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,263.633,264.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.085,263.633,1,1.534,,0,32,32,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,266.05,267.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.681,266.05,2,1.359,,0,33,33,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,268.242,269.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.104,268.241,1,1.125,,0,34,34,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,270.805,271.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.29,270.805,2,1.506,,0,35,35,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,272.934,273.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.853,272.933,1,1.072,,0,36,36,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,275.531,276.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.978,275.531,2,1.539,,0,37,37,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,278.076,279.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.58,278.075,2,1.492,,0,38,38,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,281.433,282.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.124,281.433,3,2.302,,0,39,39,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,284.099,285.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.484,284.098,4,1.604,,0,40,40,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,286.511,287.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.154,286.51,3,1.348,,0,41,41,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,289.041,290.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.565,289.04,3,1.455,,0,42,42,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.089,291.836,space,1.734,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,291.836,292.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,294.63,295.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.886,294.63,3,1.704,,0,0,0,22,1,26,19,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,296.77,297.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.677,296.77,4,1.085,,0,1,1,34,1,40,14,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,299.188,300.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.82,299.188,4,1.36,,0,2,2,7,1,38,9,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,301.77,302.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.239,301.769,2,1.513,,0,3,3,4,1,16,14,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,304.428,305.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.825,304.427,2,1.586,,0,4,4,31,1,28,20,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,306.314,307.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.483,306.314,4,0.81,,0,5,5,39,1,38,5,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,309.384,310.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.367,309.384,4,2.009,,0,6,6,23,1,38,13,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,312.209,313.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.433,312.209,3,1.768,,0,7,7,26,1,36,18,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,314.587,315.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.248,314.587,4,1.333,,0,8,8,41,1,36,6,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,316.965,318.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.64,316.964,2,1.31,,0,9,9,14,1,18,17,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,319.232,320.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.021,319.232,1,1.195,,0,10,10,20,1,16,16,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,321.823,322.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.28,321.822,2,1.524,,0,11,11,3,1,22,15,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,324.415,325.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.877,324.415,2,1.522,,0,12,12,35,1,22,19,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,326.694,327.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.46,326.693,4,1.224,,0,13,13,2,1,40,10,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,329.31,330.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.755,329.309,3,1.541,,0,14,14,33,1,12,8,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,331.92,332.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.357,331.919,1,1.548,,0,15,15,25,1,14,19,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,334.033,335.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.969,334.032,1,1.054,,0,16,16,36,1,16,18,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,336.478,337.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.086,336.477,2,1.382,,0,17,17,37,1,30,15,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,339.755,340.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.527,339.753,2,2.214,,0,18,18,0,1,34,11,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,342.134,343.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.801,342.133,2,1.321,,0,19,19,38,1,26,11,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,344.052,345.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.178,344.051,3,0.861,,0,20,20,5,1,30,7,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,346.235,347.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.098,346.235,3,1.125,,0,21,21,16,1,34,13,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,348.576,349.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.284,348.576,1,1.279,,0,22,22,9,1,14,15,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,351.058,352.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.617,351.056,3,1.432,,0,23,23,8,1,20,5,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,353.344,354.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.111,353.344,3,1.223,,0,24,24,13,1,32,14,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,355.352,356.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.399,355.352,1,0.94,,0,25,25,17,1,12,16,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,357.696,358.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.399,357.695,2,1.286,,0,26,26,40,1,20,13,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,360.027,361.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.747,360.024,3,1.264,,0,27,27,28,1,24,10,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,361.892,362.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.088,361.891,1,0.789,,0,28,28,6,1,26,17,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,364.221,365.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.937,364.221,1,1.274,,0,29,29,11,1,10,9,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,367.131,368.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.272,367.13,1,1.843,,0,30,30,27,1,10,15,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,369.787,370.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.179,369.787,4,1.596,,0,31,31,32,1,34,5,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,372.165,373.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.835,372.165,3,1.315,,0,32,32,24,1,20,11,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,374.209,375.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.218,374.209,3,0.975,,0,33,33,18,1,40,12,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,376.759,377.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.256,376.759,2,1.499,,0,34,34,19,1,22,17,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,378.605,379.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.81,378.604,3,0.783,,0,35,35,30,1,18,7,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,380.61,381.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.65,380.609,3,0.944,,0,36,36,12,1,24,18,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,382.568,383.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.662,382.567,3,0.893,,0,37,37,29,1,32,16,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,384.571,385.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.614,384.57,3,0.938,,0,38,38,21,1,30,9,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,386.324,387.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.619,386.324,3,0.693,,0,39,39,15,1,28,6,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,388.66,389.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.376,388.659,1,1.264,,0,40,40,1,1,12,20,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,391.202,392.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.716,391.202,3,1.477,,0,41,41,10,1,36,12,,,,,
,,,,,16342,001,23,m,2026-07-06_17h04.43.966,Mixed_Gamble_Task,2026.1.3,Linux x86_64,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.251,395.451,space,3.174,
