instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,504.962,506.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.9601,504.9618,,0,21,21,38,1,10,5,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,509.0147,510.0648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0126,509.0144,,0,22,22,4,1,14,7,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,513.0676,514.1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0656,513.0673,,0,23,23,27,1,34,9,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,517.1203,518.1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.1184,517.12,,0,24,24,8,1,32,20,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,521.1732,522.2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.1713,521.1728,,0,25,25,35,1,20,19,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,525.2258,526.2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.2238,525.2257,,0,26,26,25,1,18,11,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,529.2787,530.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.2771,529.2785,,0,27,27,29,1,40,20,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,533.3315,534.3809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.3297,533.3312,,0,28,28,26,1,28,18,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,537.3841,538.4344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.3812,537.3839,,0,29,29,30,1,22,7,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,541.4372,542.4865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.4351,541.437,,0,30,30,28,1,12,14,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,545.4898,546.5393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.4868,545.4896,,0,31,31,41,1,18,15,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,549.5424,550.5928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.5397,549.5421,,0,32,32,3,1,20,15,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,553.595,554.6456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.5934,553.5949,,0,33,33,33,1,26,5,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,557.6483,558.6987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.6464,557.6481,,0,34,34,10,1,28,14,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,561.7011,562.7514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.6994,561.7009,,0,35,35,20,1,14,11,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,565.7537,566.8041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.7521,565.7534,,0,36,36,15,1,16,10,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,569.8065,570.8567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.8049,569.8063,,0,37,37,1,1,26,9,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,573.8596,574.9097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.8576,573.8593,,0,38,38,19,1,20,7,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,577.9112,578.9622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.9102,577.9111,,0,39,39,40,1,32,12,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,581.9651,583.0151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.963,581.9648,,0,40,40,23,1,24,6,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,586.0177,587.0678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.0157,586.0175,,0,41,41,21,1,36,8,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,590.0706,591.1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.0687,590.0703,,0,42,42,31,1,16,12,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.1216,665.3047,space,74.1556,0.001,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,665.3047,666.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,669.3589,670.4086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.357,669.3587,,0,0,0,34,1,40,14
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,673.4113,674.4614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.4096,673.411,,0,1,1,37,1,30,15
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,677.4629,678.5141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.4621,677.4628,,0,2,2,35,1,22,19
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,681.5168,682.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.5147,681.5167,,0,3,3,12,1,24,18
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,685.57,686.6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.568,685.5698,,0,4,4,16,1,34,13
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,689.6212,690.6722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.6207,689.6211,,0,5,5,36,1,16,18
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,693.6746,694.7249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.6732,693.6744,,0,6,6,14,1,18,17
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,697.7305,698.7778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.7257,697.7301,,0,7,7,40,1,20,13
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,701.7802,702.8305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.7786,701.78,,0,8,8,25,1,14,19
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,705.8329,706.8833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.8313,705.8327,,0,9,9,1,1,12,20
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,709.8858,710.9361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.8839,709.8856,,0,10,10,31,1,28,20
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,713.9384,714.9888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.9366,713.9381,,0,11,11,19,1,22,17
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,717.9914,719.0417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.9895,717.9911,,0,12,12,24,1,20,11
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,722.0448,723.0944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.0424,722.0445,,0,13,13,30,1,18,7
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,726.0976,727.1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.095,726.0974,,0,14,14,15,1,28,6
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,730.1498,731.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.1478,730.1496,,0,15,15,27,1,10,15
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,734.2019,735.2525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.2007,734.2019,,0,16,16,18,1,40,12
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,738.2554,739.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.2528,738.2553,,0,17,17,7,1,38,9
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,742.308,743.3583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.3066,742.3079,,0,18,18,9,1,14,15
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,746.3606,747.4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.3588,746.3604,,0,19,19,21,1,30,9
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,750.4137,751.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.4116,750.4135,,0,20,20,28,1,24,10
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,754.4662,755.5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.4644,754.4661,,0,21,21,38,1,26,11
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,758.5192,759.5695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.5172,758.519,,0,22,22,10,1,36,12
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,762.5718,763.6222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.57,762.5717,,0,23,23,22,1,26,19
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,766.6245,767.6751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.6228,766.6244,,0,24,24,5,1,30,7
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,770.6774,771.7279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.6756,770.6772,,0,25,25,23,1,38,13
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,774.7302,775.7806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.7286,774.73,,0,26,26,8,1,20,5
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,778.7829,779.8336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.7812,778.7828,,0,27,27,39,1,38,5
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,782.8358,783.8861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.834,782.8357,,0,28,28,2,1,40,10
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,786.8886,787.9389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.8868,786.8884,,0,29,29,41,1,36,6
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,790.9414,791.9917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.9394,790.9412,,0,30,30,17,1,12,16
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,794.994,796.0445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.9924,794.9939,,0,31,31,26,1,36,18
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,799.0469,800.0983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.0451,799.0468,,0,32,32,0,1,34,11
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,803.0996,804.1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0987,803.0994,,0,33,33,3,1,22,15
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,807.1525,808.2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.1506,807.1523,,0,34,34,33,1,12,8
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,811.2052,812.2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.2036,811.2051,,0,35,35,6,1,26,17
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,815.2581,816.3085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.2563,815.258,,0,36,36,13,1,32,14
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,819.3111,820.3614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.309,819.3108,,0,37,37,11,1,10,9
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,823.3636,824.4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.3619,823.3635,,0,38,38,20,1,16,16
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,827.4163,828.4669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.4146,827.4161,,0,39,39,4,1,16,14
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,831.4692,832.5196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.4674,831.4691,,0,40,40,32,1,34,5
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,835.5219,836.5726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.5202,835.5218,,0,41,41,29,1,32,16
