instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,197.849,198.899,,,,,,,,,,,,,,,,195.648,197.849,1,0,39,39,41,1,22,13,2.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,200.801,201.851,,,,,,,,,,,,,,,,198.899,200.8,4,0,40,40,29,1,38,15,1.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,202.835,203.885,,,,,,,,,,,,,,,,201.851,202.835,3,0,41,41,1,1,14,9,0.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,204.602,205.652,,,,,,,,,,,,,,,,203.885,204.602,2,0,42,42,15,1,14,5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.654,211.305,space,5.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,211.306,212.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,215.374,216.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.36,215.374,,0,0,0,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,217.41,218.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.425,217.409,1,0,1,1,39,1,24,16,0.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,219.893,220.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.458,219.893,2,0,2,2,4,1,14,7,1.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,222.311,223.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.944,222.311,1,0,3,3,37,1,36,10,1.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,224.978,226.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.361,224.978,2,0,4,4,3,1,20,15,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,229.03,230.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.029,229.03,,0,5,5,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,232.165,233.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.081,232.165,3,0,6,6,1,1,26,9,2.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,235,236.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.216,235,1,0,7,7,0,1,30,19,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,238.152,239.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.051,238.151,3,0,8,8,20,1,14,11,2.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,241.27,242.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.202,241.27,3,0,9,9,40,1,32,12,2.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,244.338,245.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.32,244.338,3,0,10,10,36,1,14,13,2.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,247.405,248.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.389,247.405,4,0,11,11,12,1,12,12,1.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,251.041,252.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.457,251.041,4,0,12,12,33,1,26,5,2.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,254.71,255.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.091,254.709,4,0,13,13,17,1,26,15,2.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,257.709,258.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.759,257.709,4,0,14,14,42,1,28,8,1.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,260.779,261.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.76,260.779,2,0,15,15,15,1,16,10,2.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,263.98,265.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.829,263.98,2,0,16,16,28,1,12,14,2.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,267.449,268.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.031,267.449,3,0,17,17,16,1,30,5,2.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,270.734,271.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.498,270.734,3,0,18,18,38,1,10,5,2.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,274.785,275.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.784,274.785,2,0,19,19,29,1,40,20,2.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,277.504,278.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.836,277.504,1,0,20,20,22,1,10,17,1.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,281.556,282.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.554,281.556,,0,21,21,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,284.29,285.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.606,284.29,4,0,22,22,9,1,18,5,1.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,286.859,287.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.341,286.858,1,0,23,23,41,1,18,15,1.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,290.059,291.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.908,290.059,3,0,24,24,5,1,36,16,2.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,292.51,293.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.11,292.51,1,0,25,25,23,1,24,6,1.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,295.279,296.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.561,295.279,4,0,26,26,11,1,34,17,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,298.531,299.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.329,298.531,4,0,27,27,30,1,22,7,2.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,300.965,302.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.581,300.965,2,0,28,28,31,1,16,12,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,303.916,304.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.016,303.916,2,0,29,29,25,1,18,11,1.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,306.701,307.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.967,306.701,2,0,30,30,14,1,22,18,1.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,309.351,310.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.751,309.351,4,0,31,31,21,1,36,8,1.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,312.87,313.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.402,312.87,1,0,32,32,18,1,38,19,2.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,316.555,317.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.921,316.555,4,0,33,33,13,1,40,6,2.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,319.023,320.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.606,319.023,4,0,34,34,27,1,34,9,1.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,321.159,322.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.073,321.159,3,0,35,35,10,1,28,14,1.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,323.875,324.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.208,323.875,3,0,36,36,32,1,30,13,1.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,326.21,327.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.926,326.21,3,0,37,37,2,1,38,11,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,328.761,329.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.26,328.761,2,0,38,38,8,1,32,20,1.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,331.145,332.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.811,331.145,3,0,39,39,7,1,24,8,1.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,334.263,335.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.196,334.263,4,0,40,40,34,1,38,17,2.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,337.632,338.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.314,337.632,1,0,41,41,35,1,20,19,2.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,340.65,341.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.683,340.65,3,0,42,42,19,1,20,7,1.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.702,351.989,space,10.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,351.99,353.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,354.691,355.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.043,354.691,2,1.609,,0,0,0,25,1,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,358.409,359.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.741,358.409,1,2.65,,0,1,1,9,1,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,361.177,362.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.461,361.177,2,1.699,,0,2,2,17,1,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,365.228,366.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.227,365.228,,,,0,3,3,19,1,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,367.679,368.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.279,367.679,4,1.385,,0,4,4,41,1,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,370.648,371.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.73,370.648,3,1.9,,0,5,5,21,1,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,374.5,375.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.699,374.5,1,2.784,,0,6,6,27,1,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,378.019,379.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.551,378.019,4,2.454,,0,7,7,7,1,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,381.77,382.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.069,381.77,3,2.685,,0,8,8,38,1,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,384.588,385.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.82,384.588,4,1.754,,0,9,9,36,1,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,387.588,388.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.637,387.588,4,1.935,,0,10,10,2,1,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10333,001,25,w,2026-06-24_10h37.57.074,Mixed_Gamble_Task,2026.1.3,MacIntel,40,,,,,,,,,,,390.407,391.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.639,390.407,3,1.753,,0,11,11,29,1,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
