instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I take good care of myself.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,215.2397,216.29,,,,,,,,,,,,,,,,,,214.8728,215.2397,3,0.3495,,0,36,36,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,216.7069,217.7563,,,,,,,,,,,,,,,,,,216.2903,216.7068,3,0.4002,,0,37,37,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,218.123,219.1734,,,,,,,,,,,,,,,,,,217.7568,218.1229,3,0.3497,,0,38,38,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,220.5237,221.5734,,,,,,,,,,,,,,,,,,219.1739,220.5237,4,1.3435,,0,39,39,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,222.007,223.0569,,,,,,,,,,,,,,,,,,221.574,222.0069,3,0.4266,,0,40,40,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,223.4736,224.5235,,,,,,,,,,,,,,,,,,223.0573,223.4736,4,0.4038,,0,41,41,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,225.7073,226.7569,,,,,,,,,,,,,,,,,,224.5238,225.7072,3,1.1709,,0,42,42,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.7572,239.4742,space,12.7051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,239.4744,240.5241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,243.5412,244.5909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.5274,243.5411,,0,0,0,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,245.341,246.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.5915,245.341,4,0,1,1,12,1,12,12,0.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,246.8911,247.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.3915,246.891,4,0,2,2,39,1,24,16,0.4813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,248.4235,249.4744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.9406,248.4235,4,0,3,3,33,1,26,5,0.4667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,249.8244,250.8744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.4749,249.8243,4,0,4,4,9,1,18,5,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,251.2246,252.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.8748,251.2246,4,0,5,5,35,1,20,19,0.3319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,252.5913,253.6411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.2743,252.5912,4,0,6,6,42,1,28,8,0.2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,253.9247,254.9744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.6416,253.9246,4,0,7,7,13,1,40,6,0.2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,255.1078,256.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.9749,255.1078,4,0,8,8,34,1,38,17,0.1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,256.4583,257.5074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.1587,256.4582,4,0,9,9,32,1,30,13,0.2818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,257.5916,258.6414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.508,257.5915,4,0,10,10,21,1,36,8,0.0662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,258.8417,259.8904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.642,258.8416,4,0,11,11,14,1,22,18,0.1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,260.1072,261.1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.8909,260.1072,4,0,12,12,22,1,10,17,0.2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,261.2415,262.2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.1585,261.2415,4,0,13,13,41,1,18,15,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,262.3749,263.4248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.2921,262.3749,4,0,14,14,11,1,34,17,0.0657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,263.5739,264.6247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.4253,263.5738,4,0,15,15,27,1,34,9,0.1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,264.7085,265.7582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.6253,264.7084,4,0,16,16,18,1,38,19,0.0647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,265.8751,266.9249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.7586,265.875,4,0,17,17,38,1,10,5,0.0995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,267.0584,268.1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.9252,267.0582,4,0,18,18,6,1,10,13,0.1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,268.2251,269.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.1086,268.2251,4,0,19,19,25,1,18,11,0.0998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,269.4418,270.4917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.2754,269.4417,4,0,20,20,10,1,28,14,0.1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,270.6919,271.7418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.4921,270.6919,4,0,21,21,5,1,36,16,0.1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,271.875,272.9251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.7422,271.8749,4,0,22,22,31,1,16,12,0.1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,273.1249,274.1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.9256,273.1249,4,0,23,23,24,1,32,10,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,274.1917,275.2421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.1758,274.1917,4,0,24,24,2,1,38,11,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,275.2588,276.3074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.2426,275.2588,4,0,25,25,0,1,30,19,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,276.4753,277.5245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.3079,276.4753,4,0,26,26,30,1,22,7,0.1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,277.6921,278.7419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.5249,277.6921,4,0,27,27,37,1,36,10,0.1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,278.7743,279.8253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.7423,278.7743,4,0,28,28,19,1,20,7,0.0196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,280.0587,281.1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.8257,280.0587,4,0,29,29,26,1,28,18,0.2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,281.225,282.2753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.1091,281.225,4,0,30,30,20,1,14,11,0.0988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,285.2922,286.3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.2759,285.2922,,0,31,31,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,286.7751,287.8254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.3425,286.775,4,0,32,32,23,1,24,6,0.4162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,288.1757,289.2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.8259,288.1756,4,0,33,33,8,1,32,20,0.3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,289.4258,290.4745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.2249,289.4257,4,0,34,34,28,1,12,14,0.1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,290.6591,291.7089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.475,290.6591,4,0,35,35,4,1,14,7,0.1662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,291.9257,292.9755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.7093,291.9257,4,0,36,36,29,1,40,20,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,293.1758,294.2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.976,293.1757,4,0,37,37,3,1,20,15,0.1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,295.4592,296.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.2253,295.4592,4,0,38,38,15,1,16,10,1.2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,296.6427,297.6925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.5095,296.6425,4,0,39,39,16,1,30,5,0.1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,297.7927,298.8423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.6932,297.7925,4,0,40,40,36,1,14,13,0.0809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,299.159,300.2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.8428,299.159,4,0,41,41,17,1,26,15,0.3101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,300.3926,301.4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.2098,300.3925,4,0,42,42,1,1,26,9,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.443,307.4757,space,6.0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,307.4757,308.5261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,309.56,310.6086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.5289,309.56,4,1.001,,0,0,0,22,1,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,310.6265,311.6754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.6093,310.6264,4,0.0008,,0,1,1,21,1,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,311.8932,312.9429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.6758,311.8931,4,0.2003,,0,2,2,10,1,36,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,313.1766,314.2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.9434,313.1765,4,0.2157,,0,3,3,14,1,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,316.3591,317.4097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.2268,316.3589,1,2.1158,,0,4,4,26,1,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,319.1599,320.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.4104,319.1599,4,1.7432,,0,5,5,35,1,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
