instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I advocate for my own needs.,survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.",survey.block_1/question3.I take good care of myself.,"survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.",survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,124.3675,125.4096,,,,,,,,,,,,,,,,,,123.8392,124.3675,4,0.5183,,0,36,36,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,126.0155,127.058,,,,,,,,,,,,,,,,,,125.4098,126.0155,1,0.5961,,0,37,37,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,127.5692,128.6131,,,,,,,,,,,,,,,,,,127.0582,127.5692,1,0.501,,0,38,38,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,129.1828,130.23,,,,,,,,,,,,,,,,,,128.6133,129.1827,1,0.5596,,0,39,39,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,130.5819,131.6351,,,,,,,,,,,,,,,,,,130.2303,130.5818,1,0.3417,,0,40,40,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,131.9551,132.9929,,,,,,,,,,,,,,,,,,131.6354,131.955,1,0.3091,,0,41,41,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,133.4661,134.5068,,,,,,,,,,,,,,,,,,132.9931,133.4661,1,0.4633,,0,42,42,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.507,144.8174,space,10.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,144.8174,145.8602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,146.0454,147.0825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.8621,146.0454,1,0.1694,,0,0,0,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,147.8596,148.9132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0828,147.8595,4,0.7661,,0,1,1,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,149.9359,150.9777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.9134,149.9358,4,1.0127,,0,2,2,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,151.8729,152.9222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.978,151.8727,4,0.8849,,0,3,3,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,153.5436,154.5929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.9224,153.5436,4,0.6111,,0,4,4,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,154.7144,155.7599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.5932,154.7143,4,0.1102,,0,5,5,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,155.8491,156.9013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.7601,155.8491,1,0.0791,,0,6,6,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,156.9638,158.0123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.9016,156.9638,4,0.0519,,0,7,7,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,158.8828,159.9271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0125,158.8828,1,0.8609,,0,8,8,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,160.0941,161.1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.9275,160.0941,4,0.1568,,0,9,9,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,161.1611,162.2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.1448,161.1611,1,0.0067,,0,10,10,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,162.2211,163.2637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.2053,162.2211,4,0.0054,,0,11,11,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,164.0108,165.0578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.264,164.0108,4,0.7366,,0,12,12,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,165.7065,166.7614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.058,165.7064,1,0.6387,,0,13,13,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,167.4216,168.4624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.7616,167.4216,1,0.6504,,0,14,14,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,169.1723,170.2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.4626,169.1723,4,0.7,,0,15,15,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,170.878,171.9222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.2144,170.8779,1,0.6538,,0,16,16,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,172.6192,173.6661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.9224,172.6191,1,0.6871,,0,17,17,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,174.1545,175.2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.6664,174.1545,1,0.4782,,0,18,18,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,175.732,176.7834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.2065,175.7319,4,0.516,,0,19,19,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,177.2114,178.2629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.7836,177.2113,1,0.4179,,0,20,20,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,179.2211,180.2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.2633,179.2211,1,0.9476,,0,21,21,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,181.8975,182.9347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.264,181.8975,1,1.6228,,0,22,22,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,183.5288,184.5769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.9349,183.5288,1,0.5841,,0,23,23,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,185.2967,186.3479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.5772,185.2967,1,0.7093,,0,24,24,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,186.8621,187.9095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.3482,186.8621,1,0.5045,,0,25,25,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,188.4079,189.4534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.9096,188.4079,1,0.4883,,0,26,26,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,190.2481,191.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.4537,190.2481,4,0.7848,,0,27,27,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,192.36,193.4016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.2973,192.36,1,1.0529,,0,28,28,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,193.9829,195.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.4018,193.9829,1,0.571,,0,29,29,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,195.6164,196.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0202,195.6164,1,0.5865,,0,30,30,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,197.2936,198.3357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.6613,197.2936,4,0.6225,,0,31,31,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,198.8857,199.9372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.3358,198.8857,1,0.5398,,0,32,32,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,200.5019,201.5474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.9375,200.5019,1,0.5543,,0,33,33,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,201.9444,202.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.5477,201.9443,1,0.3873,,0,34,34,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,203.7831,204.8298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.9873,203.7831,4,0.7862,,0,35,35,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,205.2575,206.3114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.8301,205.2575,1,0.418,,0,36,36,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,206.8287,207.8798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.3117,206.8287,1,0.507,,0,37,37,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,208.5721,209.6092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.88,208.572,1,0.6821,,0,38,38,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,210.2146,211.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.6094,210.2146,4,0.5956,,0,39,39,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,211.7897,212.8448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.2573,211.7897,1,0.5227,,0,40,40,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,213.1801,214.2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.845,213.1801,1,0.3253,,0,41,41,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,214.56,215.5966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.2237,214.56,1,0.3267,,0,42,42,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.5968,216.4458,space,0.8374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,216.4458,217.4967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,218.5445,219.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.4978,218.5444,4,1.0335,,0,0,0,0,1,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,220.2832,221.3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.5924,220.2831,1,0.6805,,0,1,1,4,1,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,221.9656,223.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.3267,221.9656,4,0.6288,,0,2,2,5,1,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,223.6785,224.7158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0182,223.6784,1,0.6505,,0,3,3,14,1,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,225.9613,227.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7162,225.9613,4,1.235,,0,4,4,37,1,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,227.5895,228.6384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0037,227.5894,1,0.5758,,0,5,5,27,1,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,228.921,229.9621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.6386,228.921,1,0.2725,,0,6,6,29,1,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
