instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.",survey.block_1/question1.I take good care of myself.,"survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,158.132,159.182,,,,,,,,,,,,,,,,,,156.748,158.132,1,1.366,,0,37,37,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,160.299,161.348,,,,,,,,,,,,,,,,,,159.182,160.299,1,1.102,,0,38,38,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,162.766,163.815,,,,,,,,,,,,,,,,,,161.349,162.765,2,1.398,,0,39,39,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,164.849,165.898,,,,,,,,,,,,,,,,,,163.816,164.849,1,1.015,,0,40,40,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,166.949,167.998,,,,,,,,,,,,,,,,,,165.899,166.949,1,1.031,,0,41,41,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,169.765,170.815,,,,,,,,,,,,,,,,,,167.998,169.765,2,1.75,,0,42,42,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.816,173.499,space,2.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,173.499,174.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,177.566,178.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.553,177.566,,0,0,0,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,179.765,180.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.616,179.765,1,0,1,1,7,1,24,8,1.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,181.516,182.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.816,181.516,2,0,2,2,38,1,10,5,0.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,183.414,184.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.566,183.414,2,0,3,3,32,1,30,13,0.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,185.099,186.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.466,185.099,1,0,4,4,19,1,20,7,0.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,187.182,188.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.148,187.182,4,0,5,5,28,1,12,14,1.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,188.849,189.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.232,188.849,1,0,6,6,16,1,30,5,0.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,190.582,191.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.899,190.582,1,0,7,7,34,1,38,17,0.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,192.849,193.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.632,192.849,2,0,8,8,29,1,40,20,1.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,195.566,196.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.899,195.565,2,0,9,9,18,1,38,19,1.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,197.598,198.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.615,197.597,1,0,10,10,6,1,10,13,0.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,199.815,200.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.649,199.815,2,0,11,11,2,1,38,11,1.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,201.699,202.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.866,201.698,2,0,12,12,23,1,24,6,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,203.316,204.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.748,203.316,2,0,13,13,27,1,34,9,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,205.315,206.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.365,205.315,2,0,14,14,10,1,28,14,0.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,207.532,208.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.365,207.532,1,0,15,15,39,1,24,16,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,209.499,210.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.582,209.499,2,0,16,16,5,1,36,16,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,212.065,213.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.549,212.065,4,0,17,17,12,1,12,12,1.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,214.049,215.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.115,214.049,2,0,18,18,41,1,18,15,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,216.098,217.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.099,216.098,2,0,19,19,25,1,18,11,0.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,218.232,219.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.149,218.232,1,0,20,20,4,1,14,7,1.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,220.715,221.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.282,220.715,2,0,21,21,40,1,32,12,1.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,223.499,224.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.765,223.498,1,0,22,22,36,1,14,13,1.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,225.482,226.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.549,225.482,2,0,23,23,17,1,26,15,0.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,227.082,228.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.532,227.082,2,0,24,24,11,1,34,17,0.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,228.816,229.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.132,228.815,4,0,25,25,15,1,16,10,0.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,230.332,231.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.865,230.332,2,0,26,26,24,1,32,10,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,231.915,232.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.382,231.915,1,0,27,27,42,1,28,8,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,233.899,234.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.965,233.899,1,0,28,28,1,1,26,9,0.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,237.398,238.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.949,237.398,4,0,29,29,3,1,20,15,2.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,239.399,240.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.449,239.399,2,0,30,30,22,1,10,17,0.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,241.399,242.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.449,241.398,1,0,31,31,30,1,22,7,0.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,243.599,244.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.449,243.598,1,0,32,32,35,1,20,19,1.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,245.749,246.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.649,245.749,2,0,33,33,9,1,18,5,1.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,247.548,248.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.799,247.548,2,0,34,34,0,1,30,19,0.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,249.532,250.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.599,249.532,1,0,35,35,26,1,28,18,0.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,251.248,252.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.582,251.248,1,0,36,36,14,1,22,18,0.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,253.198,254.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.298,253.198,2,0,37,37,37,1,36,10,0.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,255.265,256.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.249,255.265,4,0,38,38,31,1,16,12,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,257.649,258.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.315,257.649,1,0,39,39,21,1,36,8,1.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,260.315,261.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.699,260.315,2,0,40,40,8,1,32,20,1.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,262.715,263.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.365,262.715,1,0,41,41,33,1,26,5,1.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,264.799,265.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.765,264.799,1,0,42,42,13,1,40,6,1.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.849,273.099,space,7.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,273.099,274.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,276.082,277.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.152,276.082,1,1.893,,0,0,0,0,1,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,277.881,278.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.132,277.881,1,0.737,,0,1,1,6,1,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,279.999,281.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.932,279.998,4,1.047,,0,2,2,4,1,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,281.848,282.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.049,281.848,1,0.792,,0,3,3,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,284.415,285.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.899,284.415,1,1.499,,0,4,4,15,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,287.632,288.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.465,287.632,1,2.148,,0,5,5,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,289.331,290.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.682,289.331,1,0.639,,0,6,6,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15697,001,21,w,2026-07-01_14h47.12.041,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,291.048,292.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.381,291.048,4,0.652,,0,7,7,31,1,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
