instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,147.9724,149.0238,,,,,,,,,,,,,,,,,,146.5976,147.9724,4,0,36,36,35,1,32,8,1.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,150.1212,151.1667,,,,,,,,,,,,,,,,,,149.0241,150.1211,1,0,37,37,12,1,18,13,1.0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,151.7391,152.785,,,,,,,,,,,,,,,,,,151.167,151.7391,4,0,38,38,41,1,22,13,0.5627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,154.0657,155.1112,,,,,,,,,,,,,,,,,,152.7857,154.0657,4,0,39,39,18,1,24,20,1.2713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,156.1769,157.2226,,,,,,,,,,,,,,,,,,155.1116,156.1768,2,0,40,40,40,1,40,18,1.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,157.8993,158.9471,,,,,,,,,,,,,,,,,,157.223,157.8992,2,0,41,41,6,1,16,20,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,159.9057,160.9516,,,,,,,,,,,,,,,,,,158.9473,159.9057,3,0,42,42,5,1,38,7,0.9514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.952,164.7854,space,3.8234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,164.7854,165.8336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,168.8429,169.8894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.8356,168.8429,,0,0,0,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,171.5172,172.5654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.8902,171.5172,1,0,1,1,11,1,34,17,1.6183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,173.3618,174.4101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.5656,173.3618,1,0,2,2,35,1,20,19,0.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,175.4551,176.5005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.4106,175.455,4,0,3,3,33,1,26,5,1.0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,177.3992,178.4449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.501,177.3992,4,0,4,4,13,1,40,6,0.8892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,179.2993,180.3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.4453,179.2993,4,0,5,5,27,1,34,9,0.8441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,181.7604,182.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.3504,181.7604,4,0,6,6,0,1,30,19,1.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,183.7395,184.7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.8064,183.7395,1,0,7,7,15,1,16,10,0.9239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,186.3787,187.4269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.7884,186.3787,2,0,8,8,32,1,30,13,1.5839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,189.2328,190.2784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.4271,189.2328,3,0,9,9,16,1,30,5,1.7988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,191.598,192.6464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.2788,191.598,3,0,10,10,10,1,28,14,1.3072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,194.6494,195.6952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.6469,194.6494,1,0,11,11,5,1,36,16,1.9934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,196.5702,197.6187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.6959,196.5701,1,0,12,12,39,1,24,16,0.8651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,199.237,200.2854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.6192,199.2369,2,0,13,13,41,1,18,15,1.6067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,201.3368,202.3827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.2858,201.3368,2,0,14,14,17,1,26,15,1.0418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,203.6677,204.7189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.3831,203.6676,1,0,15,15,12,1,12,12,1.2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,205.9205,206.9661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.7191,205.9205,2,0,16,16,4,1,14,7,1.1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,208.6748,209.7231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.9666,208.6748,1,0,17,17,7,1,24,8,1.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,211.3832,212.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7236,211.3831,3,0,18,18,40,1,32,12,1.6497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,213.9385,214.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.4343,213.9384,3,0,19,19,8,1,32,20,1.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,216.018,217.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.9874,216.018,1,0,20,20,36,1,14,13,1.0211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,218.101,219.1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0665,218.101,4,0,21,21,21,1,36,8,1.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,220.6084,221.6537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.1473,220.6084,4,0,22,22,18,1,38,19,1.4519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,222.4944,223.5427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.6542,222.4943,4,0,23,23,42,1,28,8,0.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,225.0569,226.1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.5431,225.0568,2,0,24,24,22,1,10,17,1.5014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,226.9663,228.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1084,226.9663,1,0,25,25,9,1,18,5,0.8479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,228.7333,229.7814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0154,228.7333,1,0,26,26,2,1,38,11,0.7086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,230.8723,231.9178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.7817,230.8723,1,0,27,27,28,1,12,14,1.0837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,232.8693,233.9178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.9183,232.8693,3,0,28,28,3,1,20,15,0.9414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,235.3278,236.3762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.9182,235.3278,1,0,29,29,24,1,32,10,1.3992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,237.2235,238.2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.3766,237.2235,1,0,30,30,34,1,38,17,0.8365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,239.4737,240.5221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.2751,239.4736,4,0,31,31,31,1,16,12,1.1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,243.2959,244.3416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.5226,243.2959,4,0,32,32,1,1,26,9,2.7641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,245.2474,246.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.342,245.2474,1,0,33,33,20,1,14,11,0.8962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,247.5043,248.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.2934,247.5043,1,0,34,34,19,1,20,7,1.2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,250.0394,251.0848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.5503,250.0394,1,0,35,35,23,1,24,6,1.4798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,252.1087,253.1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0853,252.1086,4,0,36,36,38,1,10,5,1.0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,253.6504,254.6959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.1548,253.6504,4,0,37,37,30,1,22,7,0.4865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,255.5532,256.5987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.6963,255.5532,2,0,38,38,37,1,36,10,0.8475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,257.0018,258.0501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.5991,257.0016,3,0,39,39,29,1,40,20,0.3918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,258.567,259.6127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0506,258.567,2,0,40,40,6,1,10,13,0.5073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,260.4461,261.4973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.6131,260.446,2,0,41,41,26,1,28,18,0.8238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,262.4072,263.4531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.4975,262.4072,2,0,42,42,25,1,18,11,0.9031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.4537,267.3315,space,3.8685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,267.3315,268.3766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,270.7383,271.7865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.3788,270.7383,2,2.3486,,0,0,0,12,1,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,272.9253,273.9768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.7873,272.9253,2,1.1288,,0,1,1,22,1,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,275.734,276.7795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.977,275.734,1,1.7503,,0,2,2,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,277.1963,278.2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.78,277.1962,3,0.4064,,0,3,3,13,1,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,279.7034,280.7519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.2477,279.7033,3,1.4474,,0,4,4,6,1,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,283.0505,284.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.7523,283.0504,4,2.2876,,0,5,5,2,1,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,285.1924,286.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.0995,285.1924,1,1.0836,,0,6,6,33,1,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
