instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.",survey.block_1/question4.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I take good care of myself.,"survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,169.3693,170.4116,,,,,,,,,,,,,,,,,,168.3351,169.3691,4,1.0177,,0,36,36,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,171.8697,172.9143,,,,,,,,,,,,,,,,,,170.414,171.8694,1,1.4347,,0,37,37,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,174.1628,175.2,,,,,,,,,,,,,,,,,,172.9151,174.1619,4,1.2262,,0,38,38,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,176.2636,177.3163,,,,,,,,,,,,,,,,,,175.2008,176.2632,4,1.044,,0,39,39,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,178.8684,179.91,,,,,,,,,,,,,,,,,,177.3172,178.8681,2,1.5343,,0,40,40,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,181.6683,182.7098,,,,,,,,,,,,,,,,,,179.9125,181.668,4,1.7342,,0,41,41,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,184.9004,185.9487,,,,,,,,,,,,,,,,,,182.712,184.9001,4,2.1672,,0,42,42,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.9494,187.9929,space,2.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,187.993,189.0419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,190.5666,191.6147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0494,190.5663,3,1.4771,,0,0,0,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,192.7662,193.8145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.6159,192.766,3,1.134,,0,1,1,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,195.6671,196.7082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.8155,195.6667,2,1.8347,,0,2,2,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,198.2491,199.2914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.7103,198.2488,3,1.5175,,0,3,3,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,200.7655,201.8076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.2934,200.7651,2,1.4507,,0,4,4,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,203.4154,204.4641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.8097,203.4151,3,1.5843,,0,5,5,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,205.467,206.5071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.465,205.4667,4,0.9858,,0,6,6,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,207.7983,208.8463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.5096,207.798,1,1.2676,,0,7,7,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,211.2991,212.3396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.8474,211.2988,3,2.4345,,0,8,8,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,213.9815,215.0288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.3416,213.9811,2,1.6178,,0,9,9,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,216.5804,217.6285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0298,216.58,4,1.5342,,0,10,10,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,218.7295,219.7755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.6294,218.7293,4,1.0835,,0,11,11,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,221.2463,222.2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.7765,221.2461,1,1.4508,,0,12,12,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,223.2462,224.2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.291,223.246,4,0.9342,,0,13,13,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,226.6958,227.7444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.2955,226.6956,1,2.3839,,0,14,14,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,230.0397,231.0769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.7452,230.0389,3,2.2741,,0,15,15,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,233.6226,234.6597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0778,233.6213,1,2.5243,,0,16,16,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,235.8776,236.9206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.661,235.8774,4,1.2005,,0,17,17,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,238.1429,239.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.9229,238.1425,4,1.1988,,0,18,18,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,241.1721,242.2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.1892,241.1717,2,1.9568,,0,19,19,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,244.0919,245.1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.2241,244.0916,2,1.8486,,0,20,20,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,246.6082,247.6524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.1402,246.6079,1,1.4488,,0,21,21,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,250.1247,251.1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.6546,250.1244,1,2.4491,,0,22,22,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,253.1196,254.1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.1748,253.1189,2,1.9251,,0,23,23,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,256.3433,257.3845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.1585,256.343,3,2.1682,,0,24,24,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,259.4071,260.4509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.3872,259.4069,1,1.999,,0,25,25,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,262.6091,263.6503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.4535,262.6087,3,2.1343,,0,26,26,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,265.4587,266.5003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.6523,265.4584,4,1.7842,,0,27,27,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,267.6414,268.6891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.5024,267.641,2,1.1176,,0,28,28,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,271.1572,272.1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.69,271.157,1,2.4505,,0,29,29,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,273.5386,274.5888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.2017,273.5385,2,1.3166,,0,30,30,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,275.8228,276.8715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.5898,275.8225,3,1.217,,0,31,31,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,278.7068,279.7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.8725,278.7065,4,1.8177,,0,32,32,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,281.4511,282.5043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.7561,281.4507,2,1.6762,,0,33,33,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,284.6567,285.7042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.5053,284.6563,3,2.1347,,0,34,34,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,287.3528,288.3975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.7052,287.3526,2,1.6315,,0,35,35,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,289.4385,290.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.3998,289.4382,4,1.0172,,0,36,36,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,291.9386,292.9803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.4831,291.9383,3,1.4345,,0,37,37,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,294.3323,295.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.9826,294.3315,3,1.3259,,0,38,38,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,296.4713,297.5195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.3819,296.471,4,1.0676,,0,39,39,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,299.4049,300.4465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.5203,299.4046,1,1.868,,0,40,40,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,302.0039,303.0463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.449,302.0036,1,1.5337,,0,41,41,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,306.0521,307.1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0485,306.0519,,,,0,42,42,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.1034,309.1642,space,2.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,309.1644,310.2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,311.5793,312.6277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.2233,311.579,1,1.3097,,0,0,0,27,1,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,314.6457,315.6943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.6292,314.6454,4,1.9991,,0,1,1,41,1,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,317.7949,318.8439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.6952,317.7944,1,2.0826,,0,2,2,31,1,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,320.427,321.4764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.8452,320.4267,1,1.5705,,0,3,3,25,1,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,322.8612,323.9098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.477,322.8608,4,1.3721,,0,4,4,21,1,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,325.2772,326.3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.9109,325.2767,1,1.3513,,0,5,5,1,1,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,328.0935,329.1428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.3274,328.0932,1,1.7505,,0,6,6,33,1,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
