instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question1.I take good care of myself.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I take good care of myself.,"survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.","survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.",survey.block_1/question4.I advocate for my own needs.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I have healthy boundaries.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,199.923,200.956,,,,,,,,,,,,,,,,,,198.89,199.923,3,1.016,,0,37,37,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,201.823,202.856,,,,,,,,,,,,,,,,,,200.957,201.823,4,0.846,,0,38,38,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,203.522,204.556,,,,,,,,,,,,,,,,,,202.857,203.522,4,0.647,,0,39,39,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,205.256,206.289,,,,,,,,,,,,,,,,,,204.557,205.256,4,0.682,,0,40,40,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,207.056,208.089,,,,,,,,,,,,,,,,,,206.29,207.056,4,0.756,,0,41,41,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,209.19,210.223,,,,,,,,,,,,,,,,,,208.09,209.19,1,1.066,,0,42,42,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.224,218.723,space,8.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,218.723,219.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,220.69,221.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.76,220.69,3,0.892,,0,0,0,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,222.789,223.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.723,222.789,3,1.05,,0,1,1,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,224.79,225.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.823,224.79,4,0.934,,0,2,2,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,227.023,228.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.823,227.023,1,1.193,,0,3,3,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,229.089,230.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.056,229.089,2,1.007,,0,4,4,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,230.956,231.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.123,230.956,3,0.825,,0,5,5,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,233.356,234.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.99,233.356,2,1.356,,0,6,6,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,235.689,236.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.389,235.689,3,1.27,,0,7,7,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,237.49,238.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.723,237.49,4,0.736,,0,8,8,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,239.69,240.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.523,239.689,3,1.133,,0,9,9,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,241.889,242.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.723,241.889,1,1.137,,0,10,10,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,243.923,244.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.923,243.923,1,0.966,,0,11,11,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,246.09,247.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.956,246.089,1,1.099,,0,12,12,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,248.321,249.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.123,248.321,2,1.189,,0,13,13,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,250.389,251.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.356,250.389,1,0.998,,0,14,14,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,252.456,253.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.423,252.456,1,0.999,,0,15,15,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,254.256,255.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.49,254.256,2,0.757,,0,16,16,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,256.222,257.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.289,256.222,3,0.924,,0,17,17,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,258.356,259.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.256,258.356,1,1.083,,0,18,18,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,260.356,261.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.389,260.356,2,0.949,,0,19,19,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,262.389,263.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.389,262.389,3,0.988,,0,20,20,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,264.023,265.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.423,264.023,3,0.568,,0,21,21,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,265.756,266.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.056,265.756,2,0.67,,0,22,22,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,267.856,268.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.789,267.856,1,1.051,,0,23,23,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,269.489,270.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.889,269.489,2,0.582,,0,24,24,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,271.289,272.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.523,271.289,1,0.735,,0,25,25,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,272.956,273.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.322,272.956,2,0.6,,0,26,26,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,274.856,275.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.99,274.856,1,0.842,,0,27,27,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,276.589,277.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.89,276.589,2,0.666,,0,28,28,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,278.889,279.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.623,278.889,3,1.249,,0,29,29,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,280.922,281.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.923,280.922,3,0.981,,0,30,30,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,282.589,283.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.956,282.589,3,0.625,,0,31,31,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,284.489,285.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.623,284.489,2,0.832,,0,32,32,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,286.522,287.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.523,286.522,4,0.967,,0,33,33,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,288.322,289.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.556,288.322,4,0.749,,0,34,34,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,290.156,291.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.356,290.156,4,0.781,,0,35,35,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,292.889,293.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.189,292.889,1,1.691,,0,36,36,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,295.089,296.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.922,295.089,1,1.138,,0,37,37,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,296.989,298.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.122,296.989,1,0.854,,0,38,38,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,299.023,300.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.023,299.023,2,0.986,,0,39,39,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,301.422,302.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.056,301.422,1,1.349,,0,40,40,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,304.189,305.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.455,304.189,4,1.723,,0,41,41,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,306.322,307.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.223,306.322,4,1.083,,0,42,42,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.357,309.622,space,2.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,309.623,310.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,312.39,313.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.659,312.389,2,1.695,,0,0,0,11,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,314.356,315.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.423,314.356,2,0.902,,0,1,1,38,1,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,316.489,317.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.389,316.489,3,1.088,,0,2,2,21,1,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,318.657,319.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.523,318.657,1,1.128,,0,3,3,25,1,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,320.989,322.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.689,320.989,1,1.283,,0,4,4,17,1,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,323.055,324.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.022,323.055,1,1.017,,0,5,5,36,1,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,324.789,325.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.089,324.789,1,0.667,,0,6,6,27,1,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,326.556,327.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.822,326.556,2,0.706,,0,7,7,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
