instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I advocate for my own needs.,survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,168.115,169.154,,,,,,,,,,,,,,,,,,166.074,168.115,3,2.026,,0,38,38,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,169.994,171.035,,,,,,,,,,,,,,,,,,169.154,169.994,4,0.821,,0,39,39,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,171.756,172.795,,,,,,,,,,,,,,,,,,171.035,171.756,4,0.699,,0,40,40,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,174.255,175.295,,,,,,,,,,,,,,,,,,172.796,174.255,2,1.451,,0,41,41,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,177.197,178.237,,,,,,,,,,,,,,,,,,175.296,177.197,2,1.884,,0,42,42,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.238,183.338,space,5.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,183.339,184.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,185.48,186.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.383,185.479,3,1.068,,0,0,0,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,187.579,188.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.519,187.579,3,1.042,,0,1,1,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,189.499,190.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.619,189.499,3,0.863,,0,2,2,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,191.599,192.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.54,191.599,2,1.041,,0,3,3,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,193.72,194.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.64,193.72,4,1.06,,0,4,4,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,196.361,197.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.761,196.361,4,1.581,,0,5,5,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,198.401,199.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.401,198.401,4,0.985,,0,6,6,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,201.682,202.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.441,201.682,4,2.223,,0,7,7,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,203.662,204.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.722,203.662,4,0.925,,0,8,8,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,206.163,207.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.703,206.163,3,1.447,,0,9,9,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,209.004,210.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.203,209.004,3,1.78,,0,10,10,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,211.344,212.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.044,211.344,4,1.28,,0,11,11,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,214.165,215.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.385,214.165,3,1.763,,0,12,12,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,216.185,217.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.205,216.185,4,0.96,,0,13,13,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,218.406,219.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.225,218.406,3,1.16,,0,14,14,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,222.467,223.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.446,222.467,,,,0,15,15,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,225.147,226.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.507,225.147,3,1.62,,0,16,16,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,227.088,228.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.187,227.088,2,0.883,,0,17,17,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,229.208,230.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.128,229.208,2,1.06,,0,18,18,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,231.549,232.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.248,231.549,3,1.281,,0,19,19,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,233.429,234.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.59,233.429,4,0.83,,0,20,20,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,235.89,236.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.47,235.89,4,1.405,,0,21,21,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,237.81,238.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.93,237.81,4,0.862,,0,22,22,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,240.071,241.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.85,240.071,3,1.202,,0,23,23,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,242.431,243.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.111,242.43,2,1.299,,0,24,24,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,246.072,247.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.471,246.072,3,2.591,,0,25,25,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,249.372,250.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.112,249.372,3,2.243,,0,26,26,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,252.113,253.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.413,252.113,3,1.681,,0,27,27,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,254.614,255.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.154,254.614,3,1.449,,0,28,28,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,257.354,258.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.654,257.354,4,1.681,,0,29,29,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,260.394,261.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.395,260.394,3,1.98,,0,30,30,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,262.816,263.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.435,262.815,1,1.364,,0,31,31,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,264.936,265.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.856,264.936,2,1.061,,0,32,32,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,268.717,269.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.977,268.717,3,2.72,,0,33,33,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,271.397,272.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.757,271.397,3,1.619,,0,34,34,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,274.018,275.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.438,274.018,3,1.561,,0,35,35,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,276.799,277.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.059,276.799,1,1.719,,0,36,36,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,280.199,281.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.839,280.199,4,2.342,,0,37,37,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,282.48,283.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.24,282.48,3,1.232,,0,38,38,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,284.841,285.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.521,284.84,4,1.3,,0,39,39,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,287.2,288.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.881,287.2,3,1.3,,0,40,40,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,289.781,290.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.242,289.781,3,1.522,,0,41,41,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,293.003,294.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.822,293.002,2,2.173,,0,42,42,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.043,296.484,space,2.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,296.484,297.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,299.104,300.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.528,299.104,3,1.548,,0,0,0,24,1,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,301.444,302.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.144,301.444,3,1.284,,0,1,1,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,303.785,304.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.484,303.785,1,1.283,,0,2,2,27,1,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,306.165,307.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.825,306.165,3,1.322,,0,3,3,22,1,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,308.606,309.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.206,308.606,3,1.385,,0,4,4,6,1,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,310.986,312.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.646,310.986,3,1.325,,0,5,5,29,1,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,313.207,314.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.027,313.207,1,1.159,,0,6,6,36,1,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,315.267,316.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.247,315.267,1,1,,0,7,7,1,1,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,317.387,318.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.308,317.387,3,1.059,,0,8,8,38,1,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,319.368,320.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.428,319.368,3,0.921,,0,9,9,30,1,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18007,001,22,m,2026-06-24_12h27.51.368,Mixed_Gamble_Task,2026.1.3,MacIntel,50,,,,,,,,,,,321.449,322.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.409,321.448,3,1.029,,0,10,10,10,1,36,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
