instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.",survey.block_1/question1.I take good care of myself.,"survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.119,191.143,space,6.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,191.143,192.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,193.131,194.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.194,193.131,3,0.92,,0,0,0,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,194.98,196.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.18,194.98,3,0.793,,0,1,1,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,198.278,199.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.028,198.277,1,2.245,,0,2,2,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,200.756,201.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.326,200.756,3,1.427,,0,3,3,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,202.834,203.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.805,202.834,3,1.025,,0,4,4,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,206.307,207.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.883,206.307,3,2.422,,0,5,5,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,208.495,209.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.357,208.495,2,1.132,,0,6,6,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,211.077,212.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.544,211.077,4,1.528,,0,7,7,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,212.944,213.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.126,212.943,3,0.812,,0,8,8,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,215.144,216.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.993,215.144,4,1.145,,0,9,9,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,218.539,219.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.193,218.539,2,2.338,,0,10,10,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,220.775,221.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.587,220.774,4,1.18,,0,11,11,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,222.999,224.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.823,222.999,4,1.169,,0,12,12,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,224.878,225.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.047,224.877,4,0.827,,0,13,13,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,226.932,227.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.926,226.932,4,1.003,,0,14,14,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,229.774,230.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.98,229.774,1,1.791,,0,15,15,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,232.302,233.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.824,232.301,1,1.47,,0,16,16,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,234.841,235.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.351,234.841,3,1.487,,0,17,17,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,236.732,237.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.89,236.732,4,0.836,,0,18,18,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,239.163,240.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.781,239.163,1,1.379,,0,19,19,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,241.557,242.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.211,241.557,3,1.34,,0,20,20,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,244.26,245.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.606,244.259,3,1.648,,0,21,21,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,246.635,247.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.309,246.635,3,1.323,,0,22,22,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,248.611,249.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.684,248.611,4,0.922,,0,23,23,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,250.66,251.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.66,250.66,3,0.995,,0,24,24,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,252.83,253.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.708,252.829,3,1.119,,0,25,25,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,254.678,255.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.878,254.678,3,0.794,,0,26,26,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,256.611,257.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.727,256.611,3,0.882,,0,27,27,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,260.381,261.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.66,260.381,3,2.715,,0,28,28,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,262.539,263.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.43,262.539,2,1.107,,0,29,29,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,264.642,265.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.588,264.642,4,1.052,,0,30,30,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,267.272,268.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.69,267.272,3,1.577,,0,31,31,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,269.769,270.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.32,269.769,1,1.443,,0,32,32,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,272.412,273.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.818,272.412,3,1.588,,0,33,33,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,274.478,275.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.46,274.478,3,1.015,,0,34,34,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,277.236,278.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.527,277.236,2,1.706,,0,35,35,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,279.509,280.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.285,279.509,4,1.221,,0,36,36,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,282.788,283.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.558,282.788,1,2.223,,0,37,37,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,284.933,285.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.837,284.933,1,1.091,,0,38,38,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,287.012,288.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.982,287.012,4,1.023,,0,39,39,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,289.461,290.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.061,289.461,3,1.397,,0,40,40,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,291.448,292.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.51,291.448,3,0.937,,0,41,41,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,293.897,294.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.497,293.897,2,1.397,,0,42,42,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.946,298.739,space,3.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,298.74,299.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,300.916,301.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.79,300.916,4,1.105,,0,0,0,8,1,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,302.746,303.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.964,302.746,4,0.777,,0,1,1,16,1,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,304.903,305.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.794,304.903,3,1.104,,0,2,2,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,306.752,307.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.952,306.752,4,0.795,,0,3,3,41,1,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,308.922,309.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.8,308.921,1,1.119,,0,4,4,20,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,311.54,312.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.97,311.54,3,1.569,,0,5,5,0,1,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,313.613,314.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.589,313.613,1,1.02,,0,6,6,11,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,315.661,316.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.662,315.661,4,0.993,,0,7,7,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,317.771,318.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.709,317.77,1,1.054,,0,8,8,33,1,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,320.831,321.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.819,320.831,3,2.009,,0,9,9,22,1,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,323.51,324.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.88,323.51,4,1.625,,0,10,10,26,1,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,325.867,326.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.558,325.867,3,1.306,,0,11,11,13,1,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,328.977,330.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.917,328.977,4,2.053,,0,12,12,6,1,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,331.31,332.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.025,331.31,2,1.282,,0,13,13,27,1,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,333.898,334.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.359,333.898,4,1.536,,0,14,14,18,1,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,336.147,337.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.946,336.147,4,1.194,,0,15,15,2,1,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,338.826,339.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.196,338.826,3,1.627,,0,16,16,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,341.183,342.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.874,341.183,1,1.302,,0,17,17,1,1,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,343.783,344.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.231,343.783,3,1.546,,0,18,18,31,1,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,346.45,347.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.832,346.449,3,1.614,,0,19,19,30,1,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
